CLASS	Lemma	Stem	POS	MS	MD	MP	FS	FD	FP	Suffixes	QC	COMMENTS	Definition
-	أَحَد	أَحَد	NOUN	أَحَد / أَحَدُه (ms)	أَحَدَيْن / أَحَدَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	سَنَة	سَن	NOUN	-	-	-	سَنَة / سَنتُه (fs)	سَنتَيْن / سَنتَيْنُه (fd)	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	سَنَة	سَنَو	NOUN	-	-	-	-	-	سَنَوات / سَنَواتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	أُمّ	أُمّ	NOUN	أُمّ / أُمُّه (fs)	أُمَّيْن / أُمَّيْنُه (fd)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	أُمّ	أُمَّه	NOUN	-	-	-	-	-	أُمَّهات / أُمَّهاتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
@collective	أَسمَنت	أَسمَنت	NOUN	أَسمَنت / أَسمَنتُه (ms)	أَسمَنتَيْن / أَسمَنتَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h||||||||||||	OK		
ACTPART	آهِل	آهِ#ل	ADJ	آهِل / CHECK (ms)	آهلَيْن / CHECK (md)	آهلِين / CHECK (mp)	آهلَة / CHECK (fs)	آهِلتَيْن / CHECK (fd)	آهلات / CHECK (fp)	X+Ø / X+CHECK-ZERO|||X+ayon / X+CHECK-ZERO|||X+iyn / X+CHECK-ZERO|||X+ap / X+CHECK-ZERO|||X+i#tayon / X+CHECK-ZERO|||X+At / X+CHECK-ZERO	OK		
ACTPART	بادِئ	بادِ#ئ	NOUN	بادِئ / CHECK (ms)	-	-	-	-	-	X+Ø / X+CHECK-ZERO|||X+ayon / X+CHECK-ZERO|||X+iyn / X+CHECK-ZERO|||X+ap / X+CHECK-ZERO|||X+i#tayon / X+CHECK-ZERO|||X+At / X+CHECK-ZERO	PROB	fixed	
@collective	صابُون	صابُون	NOUN	ماس / ماسُه (ms)	-	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h||||||||||||	PROB	fixed	
-	ناسِي	ناسِ#ي	NOUN	ناسِي / ناسيُه (ms)	ناسيَيْن / ناسيَيْنُه (md)	ناسيِين / ناسيِينُه (mp)	ناسيَة / ناسِيتُه (fs)	ناسِيتَيْن / ناسِيتَيْنُه (fd)	ناسيات / ناسياتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	إِسلام	إِسلام	NOUN	إِسلام / إِسلامُه (ms)	إِسلامَيْن / إِسلامَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	آل	آل	NOUN	آل / آلُه (ms)	-	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	صاحِب	صاحِ#ب	NOUN	صاحِب / صاحبُه (ms)	صاحبَيْن / صاحبَيْنُه (md)	-	صاحبَة / صاحِبتُه (fs)	صاحِبتَيْن / صاحِبتَيْنُه (fd)	صاحبات / صاحباتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK	FP	
-	آخَر	آخَر	ADJ	آخَر / آخَرُه (ms)	آخَرَيْن / آخَرَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	FIXED	
-	أَبيَض	بَيضا	ADJ	بَيضا / بَيضاه (ms)	-	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	بَلبَلَة	بَلبَل	NOUN	-	-	-	بَلبَلَة / بَلبَلتُه (fs)	بَلبَلتَيْن / بَلبَلتَيْنُه (fd)	بَلبَلات / بَلبَلاتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	عَيِّل	عَيِّل	ADJ	عَيِّل / عَيِّلُه (ms)	عَيِّلَيْن / عَيِّلَيْنُه (md)	-	عَيِّلَة / عَيِّلتُه (fs)	عَيِّلتَيْن / عَيِّلتَيْنُه (fd)	عَيِّلات / عَيِّلاتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	تُراب	أَترِب	NOUN	-	-	-	أَترِبَة / أَترِبتُه (fs)	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	هِنا	هِنا	ADV	هِنا / هِناه (ms)	هِناَيْن / هِناَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
-	سِي	سِي	NOUN	سِي / CHECK (ms)	-	-	-	-	-	X+Ø / X+CHECK-ZERO|||||||||||||||	OK		
-	حَفِيد	حَفِيد	NOUN	حَفِيدَة / حَفِيدتُه (ms)	حَفِيدتَيْن / حَفِيدَيْنُه (md)	-	حَفِيدَة / حَفِيدتُه (ms)	حَفِيدتَيْن / حَفِيدَيْنُه (md)	حَفِيدات / حَفِيداتُه (mp)	X+ap / X+i#tu#h|||X+i#tayon / X+ayonu#h||||||X+ap / X+i#tu#h|||X+i#tayon / X+ayonu#h|||X+At / X+Atu#h	OK		
#iy~	سُمِّي	سُمّ	ADJ	سُمِّي / سُمِّيه (ms)	سُمِّيَّيْن / سُمِّيَّيْنُه (md)	-	-	-	-	X+iy / X+iyu#h|||X+iy~ayon / X+iy~ayonu#h|||X+iy~iyn / X+iy~iynu#h|||X+iy~ap / X+iy~i#tu#h|||X+iy~i#tayon / X+iy~i#tayonu#h|||X+iy~At / X+iy~Atu#h	PROB	FIXED	"this class is for nominal stems ending with ""iy"" which is originally ""iy~"" and interact with suffixes and clitics to produce different forms "
#iy~	شَرقاوِي	شَرَقو	ADJ	شَرَقوِيّات / شَرَقوِيه (mp)	شَرَقوِيّات / شَرَقوِيه (mp)	شَرَقوِيّات / شَرَقوِيه (mp)	شَرَقوِيّات / شَرَقوِيه (mp)	شَرَقوِيّات / شَرَقوِيه (mp)	شَرَقوِيّات / شَرَقوِيه (mp)	X+iy~At / X+iyu#h|||X+iy~At / X+iyu#h|||X+iy~At / X+iyu#h|||X+iy~At / X+iyu#h|||X+iy~At / X+iyu#h|||X+iy~At / X+iyu#h	PROB	fixed	
#iy~	اِحتِياطِي	اِحتِياط	ADJ	اِحتِياطِي / اِحتِياطِيه (ms)	اِحتِياطِيَّيْن / اِحتِياطِيَّيْنُه (md)	اِحتِياطِيِّين / اِحتِياطِيِّينُه (mp)	اِحتِياطِي / اِحتِياطِيه (ms)	اِحتِياطِيَّيْن / اِحتِياطِيَّيْنُه (md)	اِحتِياطِيِّين / اِحتِياطِيِّينُه (mp)	X+iy / X+iyu#h|||X+iy~ayon / X+iy~ayonu#h|||X+iy~iyn / X+iy~iynu#h|||X+iy / X+iyu#h|||X+iy~ayon / X+iy~ayonu#h|||X+iy~iyn / X+iy~iynu#h	PROB	FIXED	"this class is for nominal stems ending with ""iy"" which is originally ""iy~"" and interact with suffixes and clitics to produce different forms "
#A-A'	عالِم	عُلَما	NOUN	عُلَما / عُلَماءُه (mp)	-	-	-	-	-	X+Ø / X+'u#h|||X+'ayon / X+'ayonu#h||||||||||||X+'At / X+'Atu#h	OK		"this class is for nominal stems that originally end with hamza in MSA but they are deviated in EGY to end with ""A"""
#aA-at	دِنيا	دِني	NOUN	دِنيا / دِنياه (fs)	-	-	-	دِنيِتَيْن / دِنيِتَيْنُه (fd)	دِنيات / دِنياتُه (fp)	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
#aA-at	مِينا	مِين	NOUN	مِينا / مِيناه (fs)	-	-	-	مِينتَيْن / مِينتَيْنُه (fd)	-	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
#aA-at	سِيما	سِيم	NOUN	سِيما / سِيماه (ms)	-	-	-	-	-	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	سيمته md	
#aA-at	صَفرا	صَفرا	ADJ	صَفراا / صَفرااه (fs)	-	-	-	صَفراتَيْن / صَفراتَيْنُه (fd)	صَفراات / صَفرااتُه (fp)	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	fixed	
-	قُطّ	قُطّ	NOUN	قُطّ / قُطُّه (ms)	قُطَّيْن / قُطَّيْنُه (md)	-	قُطَّة / قُطِّتُه (fs)	قُطِّتَيْن / قُطِّتَيْنُه (fd)	قُطّات / قُطّاتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK	ONLY IN EGY FS-FD	
-	أَخّ	إِخو	NOUN	-	-	-	-	-	إِخوات / إِخواتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	FIXED (LEMMA)	
-	مَدام	مَدام	NOUN	مَدام / مَدامُه (fs)	مَدامَيْن / مَدامَيْنُه (fd)	-	-	-	مَدامات / مَداماتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK	MS+CLITICS	
-	فِيتُو	فِيتُوه	NOUN	-	فِيتُوهَيْن / فِيتُوهَيْنُه (md)	-	-	-	فِيتُوهات / فِيتُوهاتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK	STEM	
-	تَوراه	تَوراه	NOUN	تَوراه / تَوراهُه (fs)	-	-	-	تَوراهتَيْن / تَوراهتَيْنُه (fd)	تَوراهات / تَوراهاتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	fixed	
-	سِكِّير	سِكِّير	NOUN	سِكِّير / سِكِّيرُه (ms)	سِكِّيرَيْن / سِكِّيرَيْنُه (md)	-	سِكِّيرَة / سِكِّيرتُه (fs)	سِكِّيرتَيْن / سِكِّيرتَيْنُه (fd)	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	fixed	
#iy~	جِلِي	جِل	NOUN	جِلِي / جِلِيه (ms)	جِلِيَّيْن / جِلِيَّيْنُه (md)	-	-	-	-	X+iy / X+iyu#h|||X+iy~ayon / X+iy~ayonu#h|||X+iy~iyn / X+iy~iynu#h|||X+iy~ap / X+iy~i#tu#h|||X+iy~i#tayon / X+iy~i#tayonu#h|||X+iy~At / X+iy~Atu#h	OK		"this class is for nominal stems ending with ""iy"" which is originally ""iy~"" and interact with suffixes and clitics to produce different forms "
#iy~	حُسَينِي	حُسَين	ADJ	حُسَينِي / حُسَينِيّتُه (ms)	حُسَينِيَّيْن / حُسَينِيّتَيْنُه (md)	حُسَينِيّات / حُسَينِيّاتُه (mp)	حُسَينِي / حُسَينِيّتُه (ms)	حُسَينِيَّيْن / حُسَينِيّتَيْنُه (md)	حُسَينِيّات / حُسَينِيّاتُه (mp)	X+iy / X+iy~i#tu#h|||X+iy~ayon / X+iy~i#tayonu#h|||X+iy~At / X+iy~Atu#h|||X+iy / X+iy~i#tu#h|||X+iy~ayon / X+iy~i#tayonu#h|||X+iy~At / X+iy~Atu#h	PROB	fixed	
L#	كُلّ	لِكُلّ	NOUN	لِكُلّ / لِكُلُّه (ms)	لِكُلَّيْن / لِكُلَّيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	REMOVED	
L#	لَيّ	لَيّ	NOUN	لَيّ / لَيُّه (ms)	لَيَّيْن / لَيَّيْنُه (md)	-	-	-	لَيّات / لَيّاتُه (mp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
#aA-at	صَفرا	صَفر	ADJ	صَفرا / صَفراه (fs)	-	-	-	صَفرِتَيْن / صَفرِتَيْنُه (fd)	صَفرات / صَفراتُه (fp)	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	GEN	
#aA-at	رَفّا	رَفّ	NOUN	رَفّا / رَفّاه (ms)	-	-	-	رَفِّتَيْن / رَفِّتَيْنُه (fd)	رَفّات / رَفّاتُه (fp)	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK	without gen	
#aA-at	أَليا	أَلي	NOUN	أَليا / أَلياه (fs)	-	-	-	-	-	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	FIXED	
#aA-at	كامِيرا	كامِير	NOUN	كامِيرا / كامِيراه (fs)	-	-	-	-	كامِيرات / كامِيراتُه (fp)	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	FIXED (FD ADDED)	
#aY-Ap-y	شُورَى	شُور	NOUN	شُورَى / شُوراه (ms)	شُورَيَيْن / شُورَيَيْنُه (md)	-	-	-	-	X+aY / X+Au#h|||X+ayayon / X+ayayonu#h|||X+iyn / X+iynu#h|||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+ayAt / X+ayAtu#h	OK		
#aY-Ap-y	دِرَى	دِر	NOUN	دِرَى / دِراه (ms)	-	-	-	-	-	X+aY / X+Au#h|||X+ayayon / X+ayayonu#h|||X+iyn / X+iynu#h|||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+ayAt / X+ayAtu#h	PROB	FIXED	
#aY-Ap-y	كِلَى	كِل	NOUN	كِلَى / كِلاه (fs)	-	-	-	-	-	X+aY / X+Au#h|||X+ayayon / X+ayayonu#h|||X+iyn / X+iynu#h|||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+ayAt / X+ayAtu#h	PROB	FIXED	
#aY-Ap-y	جُوَّة	جُوّ	ADV	-	-	-	جُوّاة / جُوّاتُه (fs)	جُوّاتَيْن / جُوّاتَيْنُه (fd)	جُوَّيات / جُوَّياتُه (fp)	X+aY / X+Au#h|||X+ayayon / X+ayayonu#h|||X+iyn / X+iynu#h|||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+ayAt / X+ayAtu#h	PROB	PREP	
#A'	قَضاء	قَضا	NOUN	قَضاء / قَضاءُه (ms)	قَضاءَيْن / قَضاءَيْنُه (md)	-	-	-	-	X+' / X+'u#h|||X+'ayon / X+'ayonu#h|||X+}iyn / X+}iynu#h|||X+'ap / X+'i#tu#h|||X+'i#tayon / X+'i#tayonu#h|||X+'At / X+'Atu#h	OK		this class is for nominal stems ending with hamza that change by attaching to suffix as in the following examples
#A'	دِماء	دِما	NOUN	دِماء / دِماءُه (ms)	دِماءَيْن / دِماءَيْنُه (md)	-	-	-	-	X+' / X+'u#h|||X+'ayon / X+'ayonu#h|||X+}iyn / X+}iynu#h|||X+'ap / X+'i#tu#h|||X+'i#tayon / X+'i#tayonu#h|||X+'At / X+'Atu#h	OK		this class is for nominal stems ending with hamza that change by attaching to suffix as in the following examples
#aY-at	مُستَشفَى	مُستَشف	NOUN	مُستَشفَى / مُستَشفاه (fs)	-	-	-	مُستَشفِتَيْن / مُستَشفِتَيْنُه (fd)	مُستَشفات / مُستَشفاتُه (fp)	X+aY / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
L# #iy~	لُولِي	لُول	NOUN	لُولِي / لُولِيه (ms)	لُولِيَّيْن / لُولِيَّيْنُه (md)	-	-	-	لُولِيّات / لُولِيّاتُه (mp)	X+iy / X+iyu#h|||X+iy~ayon / X+iy~ayonu#h|||X+iy~iyn / X+iy~iynu#h|||X+iy~ap / X+iy~i#tu#h|||X+iy~i#tayon / X+iy~i#tayonu#h|||X+iy~At / X+iy~Atu#h	PROB	FD	"this class is for nominal stems starting with ""l"" and ending with ""iy"" that are affected by attached suffixes and clitics to produce differnt forms "
#aA-Ap-w	قَناة	قَن	NOUN	-	-	-	قَناة / قَناتُه (fs)	قَناتَيْن / قَناتَيْنُه (fd)	قَنَوات / قَنَواتُه (fp)	|||||||||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+awAt / X+awAtu#h	OK		"this class is for nominal stems ending with Ap or ""A"" and their final redical letter is w, such ending are affected by attached suffixes and enclitics to produce differnt forms "
#aA-Ap-y	هَنا	هَن	NOUN	هَن / هَنُه (ms)	هَنَيْن / هَنَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||||||||	PROB	هنيين 	
#aA-Ap-y	حا	ح	NOUN	ح / حُه (ms)	-	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||||||||	PROB		
#aA-Ap-y	بَنّا	بَنّ	NOUN	بَنّ / بَنُّه (ms)	بَنَّيْن / بَنَّيْنُه (md)	بَنِّين / بَنِّينُه (mp)	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||||||||	PROB		
-	باتا	باتا	NOUN_PROP	باتا / باتاه (ms)	-	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	fixed 	
-	جَلحا	جَلحا	ADJ	جَلحا / جَلحاه (fs)	جَلحاَيْن / جَلحاَيْنُه (fd)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	fixed	
-	مُخابَرات	مُخابَر	NOUN	-	-	-	-	-	مُخابَرات / مُخابَراتُه (fp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	fixed	
L#	لَحد	لَحد	NOUN	لَحد / لَحدُه (ms)	لَحدَيْن / لَحدَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||X+ap / X+i#tu#h|||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
#A-A'	اِفتِرا	اِفتِرا	NOUN	اِفتِرا / اِفتِراءُه (ms)	اِفتِراءَيْن / اِفتِراءَيْنُه (md)	-	-	-	اِفتِراءات / اِفتِراءاتُه (mp)	X+Ø / X+'u#h|||X+'ayon / X+'ayonu#h|||X+}iyn / X+}iynu#h|||X+'ap / X+'i#tu#h|||X+'i#tayon / X+'i#tayonu#h|||X+'At / X+'Atu#h	OK	"ms with clitics doesn't contain hamza ""افتراه"""	"this class is for nominal stems that originally end with hamza in MSA but they are deviated in EGY to end with ""A"""
#A-A'	مِستِقايا	مِستِقايا	ADJ	مِستِقايا / مِستِقاياءُه (ms)	مِستِقاياءَيْن / مِستِقاياءَيْنُه (md)	مِستِقايائِين / مِستِقايائِينُه (mp)	مِستِقاياءَة / مِستِقاياءتُه (fs)	مِستِقاياءتَيْن / مِستِقاياءتَيْنُه (fd)	مِستِقاياءات / مِستِقاياءاتُه (fp)	X+Ø / X+'u#h|||X+'ayon / X+'ayonu#h|||X+}iyn / X+}iynu#h|||X+'ap / X+'i#tu#h|||X+'i#tayon / X+'i#tayonu#h|||X+'At / X+'Atu#h	OK		"this class is for nominal stems that originally end with hamza in MSA but they are deviated in EGY to end with ""A"""
#A-A'	عالِم	عُلَما	NOUN	عُلَما / عُلَماءُه (mp)	-	-	-	-	-	X+Ø / X+'u#h|||X+'ayon / X+'ayonu#h|||X+}iyn / X+}iynu#h|||X+'ap / X+'i#tu#h|||X+'i#tayon / X+'i#tayonu#h|||X+'At / X+'Atu#h	OK		"this class is for nominal stems that originally end with hamza in MSA but they are deviated in EGY to end with ""A"""
#aA-Ap-y	اِشتِها	اِشتِه	NOUN	اِشتِه / اِشتِهُه (ms)	اِشتِهَيْن / اِشتِهَيْنُه (md)	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h|||X+iyn / X+iynu#h|||||||||	PROB	FIXED	
#aA-Ap-y	اِكتِفا	اِكتِف	NOUN	اِكتِف / اِكتِفُه (ms)	اِكتِفَيْن / اِكتِفَيْنُه (md)	-	-	-	اِكتِفات / اِكتِفاتُه (mp)	X+Ø / X+u#h|||X+ayon / X+ayonu#h||||||||||||X+At / X+Atu#h	PROB	FIXED	
#aA-at	دُنيا	دُني	NOUN	دُنيا / دُنياه (fs)	-	-	-	دُنيِتَيْن / دُنيِتَيْنُه (fd)	دُنيات / دُنياتُه (fp)	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	OK		
#aA-at	اِستِنجَلِينا	اِستِنجَلِينا	ADJ	اِستِنجَلِيناا / اِستِنجَلِينااه (ms)	-	-	-	-	-	X+A / X+Au#h||||||||||||X+i#tayon / X+i#tayonu#h|||X+At / X+Atu#h	PROB	FIXED	
@collective	ماس	ماس	NOUN	ماس / ماسُه (ms)	-	-	-	-	-	X+Ø / X+u#h|||X+ayon / X+ayonu#h||||||||||||	OK		
#aA-Ap-w	أُسطا	أُسط	NOUN	أُسطا / أُسطاه (ms)	-	-	-	-	-	X+A / X+Au#h|||||||||||||||	PROB	WHY MD IS MISSING?	
#aY-Ap-y	ضُحَى	ضُح	NOUN	ضُحَى / ضُحاه (ms)	ضُحَيَيْن / ضُحَيَيْنُه (md)	-	-	-	-	X+aY / X+Au#h|||X+ayayon / X+ayayonu#h|||X+iyn / X+iynu#h|||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+ayAt / X+ayAtu#h	OK		
#aY-Ap-y	مِعَى	مِع	NOUN	مِعَى / مِعاه (ms)	مِعَيَيْن / مِعَيَيْنُه (md)	-	-	-	مِعَيات / مِعَياتُه (fp)	X+aY / X+Au#h|||X+ayayon / X+ayayonu#h|||X+iyn / X+iynu#h|||X+Aap / X+Ai#tu#h|||X+Ai#tayon / X+Ai#tayonu#h|||X+ayAt / X+ayAtu#h	OK		
#o'-dis	جُزء	جُز	NOUN	جُزء / جُزءُه (ms)	جُزأَيْن / جُزأَيْنُه (md)	-	-	-	-	X+' / X+'u#h|||X+>ayon / X+>ayonu#h||||||||||||	OK		
#a>	خَطَأ	خَط	NOUN	خَطَأ / خَطَأُه (ms)	خَطَأَيْن / خَطَأَيْنُه (md)	-	-	-	-	X+a> / X+a>u#h|||X+a>ayon / X+a>ayonu#h|||X+}iyn / X+}iynu#h|||X+a>ap / X+a>i#tu#h|||X+a>i#tayon / X+a>i#tayonu#h|||X+|t / X+|tu#h	OK		
#a>	أَسوَأ	أَسو	ADJ	أَسوَأ / أَسوَأُه (ms)	-	-	-	-	-	X+a> / X+a>u#h|||X+a>ayon / X+a>ayonu#h|||X+}iyn / X+}iynu#h|||X+a>ap / X+a>i#tu#h|||X+a>i#tayon / X+a>i#tayonu#h|||X+|t / X+|tu#h	OK		
