,LINE,PATTERN_ABSTRACT,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
9322,9323,1a2~a3,j.s.m,LEXICON,[STEM-PV],jas~am,jus~im,PV_PASS,materialize;enlarge,pos:verb asp:p vox:p mod:i,,intrans,,
9323,9324,1a2a3,j.s.m,LEXICON,[STEM-PV],jasum-u,jusim,PV_PASS,be_large;be_bulky,pos:verb asp:p vox:p mod:i,,intrans,,
9324,9325,ta1a2~3,j.s.m,LEXICON,[STEM-PV],tajas~am,tujus~im,PV_PASS,take_shape;be_materialized,pos:verb asp:p vox:p mod:i,,intrans,,
9325,9326,{i1ota2a3,j.s.r,LEXICON,[STEM-PV],{ijotasar,{ijotasar,PV,cross;span;traverse,pos:verb asp:p vox:a mod:i,,trans,,
9326,9327,1a2~a3,j.s.r,LEXICON,[STEM-PV],jas~ar,jas~ar,PV,encourage,pos:verb asp:p vox:a mod:i,,trans,,
9327,9328,1a2a3,j.s.r,LEXICON,[STEM-PV],jasar-u,jasar,PV,cross;span;venture;risk,pos:verb asp:p vox:a mod:i,,trans,,
9328,9329,ta1A2a3,j.s.r,LEXICON,[STEM-PV],tajAsar,tajAsar,PV,be_insolent;dare,pos:verb asp:p vox:a mod:i,,intrans,,
9329,9330,{i1ota2a3,j.s.r,LEXICON,[STEM-PV],{ijotasar,{ujotusir,PV_PASS,cross;span;traverse,pos:verb asp:p vox:p mod:i,,intrans,,
9330,9331,1a2~a3,j.s.r,LEXICON,[STEM-PV],jas~ar,jus~ir,PV_PASS,encourage,pos:verb asp:p vox:p mod:i,,intrans,,
9331,9332,1a2a3,j.s.r,LEXICON,[STEM-PV],jasar-u,jusir,PV_PASS,cross;span;venture;risk,pos:verb asp:p vox:p mod:i,,intrans,,
9332,9333,ta1A2a3,j.s.r,LEXICON,[STEM-PV],tajAsar,tujuwsir,PV_PASS,be_insolent;dare,pos:verb asp:p vox:p mod:i,,intrans,,
9333,9334,{i1ota2a3,j.s.s,LEXICON,[STEM-PV],{ijotas~,{ijotas~,PV,feel;handle;reconnoiter,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
9334,9335,{i1ota2a3,j.s.s,LEXICON,[STEM-PV],{ijotas~,{ijotasas,PV,feel;handle;reconnoiter,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
9335,9336,1a2a3,j.s.s,LEXICON,[STEM-PV],jas~-u,jas~,PV,touch;probe,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
9336,9337,1a2a3,j.s.s,LEXICON,[STEM-PV],jas~-u,jasas,PV,touch;probe,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
9337,9338,1a2~a3,j.S.S,LEXICON,[STEM-PV],jaS~aS,jaS~aS,PV,plaster;whitewash;bleach,pos:verb asp:p vox:a mod:i,,trans,,
9338,9339,ta1a2~3,j.s.s,LEXICON,[STEM-PV],tajas~as,tajas~as,PV,reconnoiter;spy,pos:verb asp:p vox:a mod:i,,trans,,
9339,9340,{i1ota2a3,j.s.s,LEXICON,[STEM-PV],{ijotas~,{ujotus~,PV_PASS,feel;handle;reconnoiter,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
9340,9341,{i1ota2a3,j.s.s,LEXICON,[STEM-PV],{ijotas~,{ujotusis,PV_PASS,feel;handle;reconnoiter,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
9341,9342,1a2a3,j.s.s,LEXICON,[STEM-PV],jas~-u,jus~,PV_PASS,touch;probe,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
9342,9343,1a2a3,j.s.s,LEXICON,[STEM-PV],jas~-u,jusis,PV_PASS,touch;probe,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
9343,9344,1a2~a3,j.S.S,LEXICON,[STEM-PV],jaS~aS,juS~iS,PV_PASS,plaster;whitewash;bleach,pos:verb asp:p vox:p mod:i,,intrans,,
9344,9345,ta1a2~3,j.s.s,LEXICON,[STEM-PV],tajas~as,tujus~is,PV_PASS,reconnoiter;spy,pos:verb asp:p vox:p mod:i,,intrans,,
9345,9346,ta1a2o3a4,j.s.T.n,LEXICON,[STEM-PV],tajasoTan,tajasoTan,PV,relax;lounge;loll_back,pos:verb asp:p vox:a mod:i,,#n trans,,
9346,9347,ta1a2o3a4,j.S.T.n,LEXICON,[STEM-PV],tajaSoTan,tajaSoTan,PV,relax;lounge;loll_back,pos:verb asp:p vox:a mod:i,,#n trans,,
9347,9348,ta1a2o3a4,j.s.T.n,LEXICON,[STEM-PV],tajasoTan,tujusoTin,PV_PASS,relax;lounge;loll_back,pos:verb asp:p vox:p mod:i,,#n intrans,,
9348,9349,ta1a2o3a4,j.S.T.n,LEXICON,[STEM-PV],tajaSoTan,tujuSoTin,PV_PASS,relax;lounge;loll_back,pos:verb asp:p vox:p mod:i,,#n intrans,,
9349,9350,1a2a3,j.s.w,LEXICON,[STEM-PV],jasA-u,jas,PV,become_hard;become_solid,pos:verb asp:p vox:a mod:i,,#-aw intrans,,
9350,9351,1a2a3,j.s.w,LEXICON,[STEM-PV],jasA-u,jus,PV_PASS,become_hard;become_solid,pos:verb asp:p vox:p mod:i,,#-iy intrans,,
9351,9352,1a2a3,j.v.m,LEXICON,[STEM-PV],javam-i,javam,PV,beset;squat,pos:verb asp:p vox:a mod:i,,trans,,
9352,9353,1a2a3,j.v.m,LEXICON,[STEM-PV],javam-u,javam,PV,beset;squat,pos:verb asp:p vox:a mod:i,,trans,,
9353,9354,1a2a3,j.v.m,LEXICON,[STEM-PV],javam-i,juvim,PV_PASS,beset;squat,pos:verb asp:p vox:p mod:i,,intrans,,
9354,9355,1a2a3,j.v.m,LEXICON,[STEM-PV],javam-u,juvim,PV_PASS,beset;squat,pos:verb asp:p vox:p mod:i,,intrans,,
9355,9356,{i1ota2a3,j.v.v,LEXICON,[STEM-PV],{ijotav~,{ijotav~,PV,tear_out;uproot,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
9356,9357,{i1ota2a3,j.v.v,LEXICON,[STEM-PV],{ijotav~,{ijotavav,PV,tear_out;uproot,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
9357,9358,1a2a3,j.v.v,LEXICON,[STEM-PV],jav~-u,jav~,PV,tear_out;uproot,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
9358,9359,1a2a3,j.v.v,LEXICON,[STEM-PV],jav~-u,javav,PV,tear_out;uproot,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
9359,9360,{i1ota2a3,j.v.v,LEXICON,[STEM-PV],{ijotav~,{ujotuv~,PV_PASS,tear_out;uproot,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
9360,9361,{i1ota2a3,j.v.v,LEXICON,[STEM-PV],{ijotav~,{ujotuviv,PV_PASS,tear_out;uproot,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
9361,9362,1a2a3,j.v.v,LEXICON,[STEM-PV],jav~-u,juv~,PV_PASS,tear_out;uproot,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
9362,9363,1a2a3,j.v.v,LEXICON,[STEM-PV],jav~-u,juviv,PV_PASS,tear_out;uproot,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
9363,9364,1a2a3,j.v.w,LEXICON,[STEM-PV],javA-u,jav,PV,kneel;genuflect,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
9364,9365,1a2a3,j.v.w,LEXICON,[STEM-PV],javA-u,juv,PV_PASS,kneel;genuflect,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
9365,9366,{ino1a2a3,j.w.b,LEXICON,[STEM-PV],{inojAb,{inojab,PV,break_up;be_dispelled;fade,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9366,9367,{ino1a2a3,j.w.b,LEXICON,[STEM-PV],{inojAb,{inojAb,PV,break_up;be_dispelled;fade,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9367,9368,{isota1o2a3,j.w.b,LEXICON,[STEM-PV],{isotajAb,{isotajab,PV,comply;reply,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9368,9369,{isota1o2a3,j.w.b,LEXICON,[STEM-PV],{isotajAb,{isotajAb,PV,comply;reply,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9369,9370,{isota1o2a3,j.w.b,LEXICON,[STEM-PV],{isotajowab,{isotajowab,PV,interrogate,pos:verb asp:p vox:a mod:i,,trans,,
9370,9371,>a1o2a3,j.w.b,LEXICON,[STEM-PV],>ajAb,>ajab,PV,answer;reply;comply,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9371,9372,>a1o2a3,j.w.b,LEXICON,[STEM-PV],>ajAb,>ajAb,PV,answer;reply;comply,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9372,9373,1a2a3,j.w.b,LEXICON,[STEM-PV],jAb-u,jub,PV,explore;traverse,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9373,9374,1a2a3,j.w.b,LEXICON,[STEM-PV],jAb-u,jAb,PV,explore;traverse,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9374,9375,1A2a3,j.w.b,LEXICON,[STEM-PV],jAwab,jAwab,PV,comply;reply,pos:verb asp:p vox:a mod:i,,trans,,
9375,9376,ta1A2a3,j.w.b,LEXICON,[STEM-PV],tajAwab,tajAwab,PV,reply;echo,pos:verb asp:p vox:a mod:i,,trans,,
9376,9377,{ino1a2a3,j.w.b,LEXICON,[STEM-PV],{inojAb,{unojib,PV_PASS,break_up;be_dispelled;fade,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9377,9378,{ino1a2a3,j.w.b,LEXICON,[STEM-PV],{inojAb,{unojiyb,PV_PASS,break_up;be_dispelled;fade,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9378,9379,{isota1o2a3,j.w.b,LEXICON,[STEM-PV],{isotajAb,{usotujib,PV_PASS,comply;reply,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9379,9380,{isota1o2a3,j.w.b,LEXICON,[STEM-PV],{isotajAb,{usotujiyb,PV_PASS,comply;reply,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9380,9381,{isota1o2a3,j.w.b,LEXICON,[STEM-PV],{isotajowab,{usotujowib,PV_PASS,interrogate,pos:verb asp:p vox:p mod:i,,intrans,,
9381,9382,>a1o2a3,j.w.b,LEXICON,[STEM-PV],>ajAb,>ujib,PV_PASS,answer;reply;comply,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9382,9383,>a1o2a3,j.w.b,LEXICON,[STEM-PV],>ajAb,>ujiyb,PV_PASS,answer;reply;comply,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9383,9384,1a2a3,j.w.b,LEXICON,[STEM-PV],jAb-u,jub,PV_PASS,explore;traverse,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9384,9385,1a2a3,j.w.b,LEXICON,[STEM-PV],jAb-u,jiyb,PV_PASS,explore;traverse,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9385,9386,1A2a3,j.w.b,LEXICON,[STEM-PV],jAwab,juwwib,PV_PASS,comply;reply,pos:verb asp:p vox:p mod:i,,intrans,,
9386,9387,ta1A2a3,j.w.b,LEXICON,[STEM-PV],tajAwab,tujuwwib,PV_PASS,reply;echo,pos:verb asp:p vox:p mod:i,,intrans,,
9387,9388,{isota1o2a3,j.w.d,LEXICON,[STEM-PV],{isotajAd,{isotajad,PV,think_well_of;approve_of,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9388,9389,{isota1o2a3,j.w.d,LEXICON,[STEM-PV],{isotajAd,{isotajAd,PV,think_well_of;approve_of,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9389,9390,>a1o2a3,j.w.d,LEXICON,[STEM-PV],>ajAd,>ajad,PV,be_proficient_at;do_well,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9390,9391,>a1o2a3,j.w.d,LEXICON,[STEM-PV],>ajAd,>ajAd,PV,be_proficient_at;do_well,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9391,9392,1a2a3,j.w.d,LEXICON,[STEM-PV],jAd-u,jud,PV,improve;do_well,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9392,9393,1a2a3,j.w.d,LEXICON,[STEM-PV],jAd-u,jAd,PV,improve;do_well,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9393,9394,{isota1o2a3,j.w.d,LEXICON,[STEM-PV],{isotajAd,{usotujid,PV_PASS,think_well_of;approve_of,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9394,9395,{isota1o2a3,j.w.d,LEXICON,[STEM-PV],{isotajAd,{usotujiyd,PV_PASS,think_well_of;approve_of,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9395,9396,>a1o2a3,j.w.d,LEXICON,[STEM-PV],>ajAd,>ujid,PV_PASS,be_proficient_at;do_well,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9396,9397,>a1o2a3,j.w.d,LEXICON,[STEM-PV],>ajAd,>ujiyd,PV_PASS,be_proficient_at;do_well,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9397,9398,1a2a3,j.w.d,LEXICON,[STEM-PV],jAd-u,jud,PV_PASS,improve;do_well,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9398,9399,1a2a3,j.w.d,LEXICON,[STEM-PV],jAd-u,jiyd,PV_PASS,improve;do_well,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9399,9400,>a1o2a3,j.w.E,LEXICON,[STEM-PV],>ajAE,>ajaE,PV,make_starve;famish,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9400,9401,>a1o2a3,j.w.E,LEXICON,[STEM-PV],>ajAE,>ajAE,PV,make_starve;famish,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9401,9402,1a2a3,j.w.E,LEXICON,[STEM-PV],jAE-u,juE,PV,be_hungry;starve,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
9402,9403,1a2a3,j.w.E,LEXICON,[STEM-PV],jAE-u,jAE,PV,be_hungry;starve,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
9403,9404,1a2~a3,j.w.E,LEXICON,[STEM-PV],jaw~aE,jaw~aE,PV,make_starve;famish,pos:verb asp:p vox:a mod:i,,trans,,
9404,9405,>a1o2a3,j.w.E,LEXICON,[STEM-PV],>ajAE,>ujiE,PV_PASS,make_starve;famish,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9405,9406,>a1o2a3,j.w.E,LEXICON,[STEM-PV],>ajAE,>ujiyE,PV_PASS,make_starve;famish,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9406,9407,1a2a3,j.w.E,LEXICON,[STEM-PV],jAE-u,juE,PV_PASS,be_hungry;starve,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9407,9408,1a2a3,j.w.E,LEXICON,[STEM-PV],jAE-u,jiyE,PV_PASS,be_hungry;starve,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9408,9409,1a2~a3,j.w.E,LEXICON,[STEM-PV],jaw~aE,juw~iE,PV_PASS,make_starve;famish,pos:verb asp:p vox:p mod:i,,intrans,,
9409,9410,1a2~a3,j.w.f,LEXICON,[STEM-PV],jaw~af,jaw~af,PV,make_hollow;hollow_out,pos:verb asp:p vox:a mod:i,,trans,,
9410,9411,1a2~a3,j.w.f,LEXICON,[STEM-PV],jaw~af,juw~if,PV_PASS,make_hollow;hollow_out,pos:verb asp:p vox:p mod:i,,intrans,,
9411,9412,{i1ota2a3,j.w.H,LEXICON,[STEM-PV],{ijotAH,{ijotaH,PV,invade,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9412,9413,{i1ota2a3,j.w.H,LEXICON,[STEM-PV],{ijotAH,{ijotAH,PV,invade,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9413,9414,>a1o2a3,j.w.H,LEXICON,[STEM-PV],>ajAH,>ajaH,PV,annihilate;ruin;flood,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9414,9415,>a1o2a3,j.w.H,LEXICON,[STEM-PV],>ajAH,>ajAH,PV,annihilate;ruin;flood,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9415,9416,1a2a3,j.w.H,LEXICON,[STEM-PV],jAH-u,juH,PV,annihilate;ruin;flood,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9416,9417,1a2a3,j.w.H,LEXICON,[STEM-PV],jAH-u,jAH,PV,annihilate;ruin;flood,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9417,9418,{i1ota2a3,j.w.H,LEXICON,[STEM-PV],{ijotAH,{ujotiH,PV_PASS,invade,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9418,9419,{i1ota2a3,j.w.H,LEXICON,[STEM-PV],{ijotAH,{ujotiyH,PV_PASS,invade,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9419,9420,>a1o2a3,j.w.H,LEXICON,[STEM-PV],>ajAH,>ujiH,PV_PASS,annihilate;ruin;flood,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9420,9421,>a1o2a3,j.w.H,LEXICON,[STEM-PV],>ajAH,>ujiyH,PV_PASS,annihilate;ruin;flood,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9421,9422,1a2a3,j.w.H,LEXICON,[STEM-PV],jAH-u,juH,PV_PASS,annihilate;ruin;flood,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9422,9423,1a2a3,j.w.H,LEXICON,[STEM-PV],jAH-u,jiyH,PV_PASS,annihilate;ruin;flood,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9423,9424,ta1a2o3a4,j.w.h.r,LEXICON,[STEM-PV],tajawohar,tajawohar,PV,become_substance;be_substantiated,pos:verb asp:p vox:a mod:i,,intrans,,
9424,9425,ta1a2o3a4,j.w.h.r,LEXICON,[STEM-PV],tajawohar,tujuwohir,PV_PASS,become_substance;be_substantiated,pos:verb asp:p vox:p mod:i,,intrans,,
9425,9426,>a1o2a3,j.w.l,LEXICON,[STEM-PV],>ajAl,>ajal,PV,circulate;ponder,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9426,9427,>a1o2a3,j.w.l,LEXICON,[STEM-PV],>ajAl,>ajAl,PV,circulate;ponder,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9427,9428,1a2a3,j.w.l,LEXICON,[STEM-PV],jAl-u,jul,PV,wander;be_engrossed,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9428,9429,1a2a3,j.w.l,LEXICON,[STEM-PV],jAl-u,jAl,PV,wander;be_engrossed,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9429,9430,1a2~a3,j.w.l,LEXICON,[STEM-PV],jaw~al,jaw~al,PV,travel;cruise,pos:verb asp:p vox:a mod:i,,trans,,
9430,9431,ta1a2~3,j.w.l,LEXICON,[STEM-PV],tajaw~al,tajaw~al,PV,roam;patrol;travel,pos:verb asp:p vox:a mod:i,,trans,,
9431,9432,>a1o2a3,j.w.l,LEXICON,[STEM-PV],>ajAl,>ujil,PV_PASS,circulate;ponder,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9432,9433,>a1o2a3,j.w.l,LEXICON,[STEM-PV],>ajAl,>ujiyl,PV_PASS,circulate;ponder,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9433,9434,1a2a3,j.w.l,LEXICON,[STEM-PV],jAl-u,jul,PV_PASS,wander;be_engrossed,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9434,9435,1a2a3,j.w.l,LEXICON,[STEM-PV],jAl-u,jiyl,PV_PASS,wander;be_engrossed,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9435,9436,1a2~a3,j.w.l,LEXICON,[STEM-PV],jaw~al,juw~il,PV_PASS,travel;cruise,pos:verb asp:p vox:p mod:i,,intrans,,
9436,9437,ta1a2~3,j.w.l,LEXICON,[STEM-PV],tajaw~al,tujuw~il,PV_PASS,roam;patrol;travel,pos:verb asp:p vox:p mod:i,,intrans,,
9437,9438,1a2a3,j.w.r,LEXICON,[STEM-PV],jAr-u,jur,PV,tyrannize,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9438,9439,1a2a3,j.w.r,LEXICON,[STEM-PV],jAr-u,jAr,PV,tyrannize,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9439,9440,1A2a3,j.w.r,LEXICON,[STEM-PV],jAwar,jAwar,PV,be_adjacent_to;be_close_to,pos:verb asp:p vox:a mod:i,,intrans,,
9440,9441,ta1A2a3,j.w.r,LEXICON,[STEM-PV],tajAwar,tajAwar,PV,be_adjacent,pos:verb asp:p vox:a mod:i,,intrans,,
9441,9442,1a2a3,j.w.r,LEXICON,[STEM-PV],jAr-u,jur,PV_PASS,tyrannize,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9442,9443,1a2a3,j.w.r,LEXICON,[STEM-PV],jAr-u,jiyr,PV_PASS,tyrannize,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9443,9444,1A2a3,j.w.r,LEXICON,[STEM-PV],jAwar,juwwir,PV_PASS,be_adjacent_to;be_close_to,pos:verb asp:p vox:p mod:i,,intrans,,
9444,9445,ta1A2a3,j.w.r,LEXICON,[STEM-PV],tajAwar,tujuwwir,PV_PASS,be_adjacent,pos:verb asp:p vox:p mod:i,,intrans,,
9445,9446,{i1ota2a3,j.w.s,LEXICON,[STEM-PV],{ijotAs,{ijotas,PV,search;investigate,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9446,9447,{i1ota2a3,j.w.s,LEXICON,[STEM-PV],{ijotAs,{ijotAs,PV,search;investigate,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9447,9448,1a2a3,j.w.s,LEXICON,[STEM-PV],jAs-u,jus,PV,peer_around;pry_around,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9448,9449,1a2a3,j.w.s,LEXICON,[STEM-PV],jAs-u,jAs,PV,peer_around;pry_around,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9449,9450,{i1ota2a3,j.w.s,LEXICON,[STEM-PV],{ijotAs,{ujotis,PV_PASS,search;investigate,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9450,9451,{i1ota2a3,j.w.s,LEXICON,[STEM-PV],{ijotAs,{ujotiys,PV_PASS,search;investigate,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9451,9452,1a2a3,j.w.s,LEXICON,[STEM-PV],jAs-u,jus,PV_PASS,peer_around;pry_around,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9452,9453,1a2a3,j.w.s,LEXICON,[STEM-PV],jAs-u,jiys,PV_PASS,peer_around;pry_around,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9453,9454,{i1ota2a3,j.w.y,LEXICON,[STEM-PV],{ijotawaY,{ijotaw,PV,feel_intensely,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
9454,9455,1a2a3,j.w.y,LEXICON,[STEM-PV],jawiy-a,jaw,PV,be_stricken;be_overcome,pos:verb asp:p vox:a mod:i,,#-iy defective intrans,,
9455,9456,ta1a2~3,j.w.y,LEXICON,[STEM-PV],tajaw~aY,tajaw~,PV,crumble,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
9456,9457,{i1ota2a3,j.w.y,LEXICON,[STEM-PV],{ijotawaY,{ujotuw,PV_PASS,feel_intensely,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
9457,9458,1a2a3,j.w.y,LEXICON,[STEM-PV],jawiy-a,juwiy,PV_PASS,be_stricken;be_overcome,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
9458,9459,ta1a2~3,j.w.y,LEXICON,[STEM-PV],tajaw~aY,tujuw~,PV_PASS,crumble,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
9459,9460,{i1ota2a3,j.w.z,LEXICON,[STEM-PV],{ijotAz,{ijotaz,PV,surmount;overcome,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9460,9461,{i1ota2a3,j.w.z,LEXICON,[STEM-PV],{ijotAz,{ijotAz,PV,surmount;overcome,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9461,9462,{isota1o2a3,j.w.z,LEXICON,[STEM-PV],{isotajAz,{isotajaz,PV,deem_permissible;ask_permission,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9462,9463,{isota1o2a3,j.w.z,LEXICON,[STEM-PV],{isotajAz,{isotajAz,PV,deem_permissible;ask_permission,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9463,9464,>a1o2a3,j.w.z,LEXICON,[STEM-PV],>ajAz,>ajaz,PV,allow;authorize;endorse,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
9464,9465,>a1o2a3,j.w.z,LEXICON,[STEM-PV],>ajAz,>ajAz,PV,allow;authorize;endorse,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
9465,9466,1a2~a3,j.w.z,LEXICON,[STEM-PV],jaw~az,jaw~az,PV,marry_off,pos:verb asp:p vox:a mod:i,,trans,,
9466,9467,1A2a3,j.w.z,LEXICON,[STEM-PV],jAwaz,jAwaz,PV,pass;exceed,pos:verb asp:p vox:a mod:i,,trans,,
9467,9468,1a2a3,j.w.z,LEXICON,[STEM-PV],jAz-u,juz,PV,be_allowed;be_possible,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
9468,9469,1a2a3,j.w.z,LEXICON,[STEM-PV],jAz-u,jAz,PV,be_allowed;be_possible,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
9469,9470,ta1a2~3,j.w.z,LEXICON,[STEM-PV],tajaw~az,tajaw~az,PV,tolerate;bear,pos:verb asp:p vox:a mod:i,,trans,,
9470,9471,ta1A2a3,j.w.z,LEXICON,[STEM-PV],tajAwaz,tajAwaz,PV,exceed;disregard,pos:verb asp:p vox:a mod:i,,trans,,
9471,9472,{i1ota2a3,j.w.z,LEXICON,[STEM-PV],{ijotAz,{ujotiz,PV_PASS,surmount;overcome,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9472,9473,{i1ota2a3,j.w.z,LEXICON,[STEM-PV],{ijotAz,{ujotiyz,PV_PASS,surmount;overcome,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9473,9474,{isota1o2a3,j.w.z,LEXICON,[STEM-PV],{isotajAz,{usotujiz,PV_PASS,deem_permissible;ask_permission,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9474,9475,{isota1o2a3,j.w.z,LEXICON,[STEM-PV],{isotajAz,{usotujiyz,PV_PASS,deem_permissible;ask_permission,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9475,9476,>a1o2a3,j.w.z,LEXICON,[STEM-PV],>ajAz,>ujiz,PV_PASS,allow;authorize;endorse,pos:verb asp:p vox:p mod:i,c-suff,hollow intrans,,
9476,9477,>a1o2a3,j.w.z,LEXICON,[STEM-PV],>ajAz,>ujiyz,PV_PASS,allow;authorize;endorse,pos:verb asp:p vox:p mod:i,v-suff,hollow intrans,,
9477,9478,1a2~a3,j.w.z,LEXICON,[STEM-PV],jaw~az,juw~iz,PV_PASS,marry_off,pos:verb asp:p vox:p mod:i,,intrans,,
