,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
3935,3936,1a2a3,h.r.s,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],haras-u,horus,IV,crush;pound;bruise,pos:verb asp:i vox:a,,a-# trans,,
3936,3937,1a2a3,H.r.S,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],HariS-a,HoraS,IV,desire;be_eager,pos:verb asp:i vox:a,,a-# trans,,
3937,3938,ta1a2~3,H.r.s,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHar~as,taHar~as,IV,be_wary;be_on_guard,pos:verb asp:i vox:a,,a-# intrans,,
3938,3939,1a2o3a4,h.r.T.q,c+n.c+n.c+n.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],haroTaq,haroTiq,IV,become_a_heretic,pos:verb asp:i vox:a,,u-# trans,,
3939,3940,1a2a3,H.r.v,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],Harav-i,Horiv,IV,till;cultivate;plow,pos:verb asp:i vox:a,,a-# trans,,
3940,3941,1a2a3,H.r.v,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],Harav-u,Horuv,IV,till;cultivate;plow,pos:verb asp:i vox:a,,a-# trans,,
3941,3942,1a2a3,h.r.w,c+n.c+n.w,1a2A-u,1o2,LEXICON,[STEM-IV],harA-u,hor,IV,whip;thrash,pos:verb asp:i vox:a,,a-# #-uw defective trans,,
3942,3943,1a2o3a4,h.r.w.l,c+n.c+n.w.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],harowal,harowil,IV,turn;spin;walk_fast;hurry,pos:verb asp:i vox:a,,u-# trans,,
3943,3944,>a1o2a3,H.r.y,c+n.c+n.y,>a1o2aY,1o2,LEXICON,[STEM-IV],>aHoraY,Hor,IV,make_worthy,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3944,3945,1a2a3,H.r.y,c+n.c+n.y,1a2aY,1o2,LEXICON,[STEM-IV],HaraY,Hor,IV,be_able;be_possible,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
3945,3946,ta1a2~3,H.r.y,c+n.c+n.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-IV],taHar~aY,taHar~,IV,investigate;pursue,pos:verb asp:i vox:a,,a-# #-aY defective trans,,
3946,3947,{i1ota2a3,H.r.z,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{iHotaraz,Hotariz,IV,be_careful;be_wary,pos:verb asp:i vox:a,,a-# intrans,,
3947,3948,>a1o2a3,H.r.z,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>aHoraz,Horiz,IV,gain;win;preserve,pos:verb asp:i vox:a,,u-# trans,,
3948,3949,1a2~a3,H.r.z,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],Har~az,Har~iz,IV,shelter;offer_asylum;take_into_custody,pos:verb asp:i vox:a,,u-# trans,,
3949,3950,1a2a3,H.r.z,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],Haraz-u,Horuz,IV,guard;protect,pos:verb asp:i vox:a,,a-# trans,,
3950,3951,1a2a3,H.r.z,c+n.c+n.c-n,1a2i3,1o2a3,LEXICON,[STEM-IV],Hariz,Horaz,IV,be_strong;be_fortified,pos:verb asp:i vox:a,,a-# intrans,,
3951,3952,1a2a3,H.r.z,c+n.c+n.c-n,1a2u3-u,1o2u3,LEXICON,[STEM-IV],Haruz-u,Horuz,IV,be_strong;be_fortified,pos:verb asp:i vox:a,,a-# intrans,,
3952,3953,ta1a2~3,H.r.z,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHar~az,taHar~az,IV,be_wary;be_on_guard,pos:verb asp:i vox:a,,a-# intrans,,
3953,3954,{i1ota2a3,H.s.b,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{iHotasab,Hotasib,IV,take_into_consideration,pos:verb asp:i vox:a,,a-# trans,,
3954,3955,1a2~a3,H.S.b,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],HaS~ab,HaS~ib,IV,pave;macadamize,pos:verb asp:i vox:a,,u-# trans,,
3955,3956,1A2a3,H.s.b,c+n.c+n.c-n,1A2a3,1A2i3,LEXICON,[STEM-IV],HAsab,HAsib,IV,hold_responsible;get_even_with,pos:verb asp:i vox:a,,u-# trans,,
3956,3957,1a2a3,H.S.b,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],HaSab-i,HoSib,IV,pave;macadamize,pos:verb asp:i vox:a,,a-# trans,,
3957,3958,1a2a3,H.s.b,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],Hasab-u,Hosub,IV,compute;charge,pos:verb asp:i vox:a,,a-# trans,,
3958,3959,1a2a3,H.S.b,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],HaSab-u,HoSub,IV,pave;macadamize,pos:verb asp:i vox:a,,a-# trans,,
3959,3960,1a2a3,H.S.b,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],HaSib-a,HoSab,IV,have_measles,pos:verb asp:i vox:a,,a-# trans,,
3960,3961,1a2a3,H.s.b,c+n.c+n.c-n,1a2i3-i,1o2i3,LEXICON,[STEM-IV],Hasib-i,Hosib,IV,regard;consider,pos:verb asp:i vox:a,,a-# trans,,
3961,3962,1a2a3,H.s.b,c+n.c+n.c-n,1a2u3-u,1o2u3,LEXICON,[STEM-IV],Hasub-u,Hosub,IV,be_esteemed;be_valued,pos:verb asp:i vox:a,,a-# intrans,,
3962,3963,ta1a2~3,H.s.b,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHas~ab,taHas~ab,IV,be_careful;take_precautions,pos:verb asp:i vox:a,,a-# intrans,,
3963,3964,ta1A2a3,H.s.b,c+n.c+n.c-n,ta1A2a3,ta1A2a3,LEXICON,[STEM-IV],taHAsab,taHAsab,IV,settle_a_mutual_account,pos:verb asp:i vox:a,,a-# trans,,
3964,3965,{i1ota2a3,H.S.d,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{iHotaSad,HotaSid,IV,be_ripe,pos:verb asp:i vox:a,,a-# intrans,,
3965,3966,{isota1o2a3,H.S.d,c+n.c+n.c-n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotaHoSad,sotaHoSid,IV,be_ripe,pos:verb asp:i vox:a,,a-# intrans,,
3966,3967,>a1o2a3,H.S.d,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>aHoSad,HoSid,IV,be_ripe,pos:verb asp:i vox:a,,u-# trans,,
3967,3968,1a2a3,H.S.d,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],HaSad-i,HoSid,IV,harvest;reap;gather,pos:verb asp:i vox:a,,a-# trans,,
3968,3969,1a2a3,H.s.d,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],Hasad-u,Hosud,IV,envy,pos:verb asp:i vox:a,,a-# trans,,
3969,3970,1a2a3,H.S.d,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],HaSad-u,HoSud,IV,harvest;reap;gather,pos:verb asp:i vox:a,,a-# trans,,
3970,3971,ta1A2a3,H.s.d,c+n.c+n.c-n,ta1A2a3,ta1A2a3,LEXICON,[STEM-IV],taHAsad,taHAsad,IV,envy,pos:verb asp:i vox:a,,a-# trans,,
3971,3972,1a2a3,H.S.f,c+n.c+n.c-n,1a2u3-u,1o2u3,LEXICON,[STEM-IV],HaSuf-u,HoSuf,IV,be_sensible;be_judicious;be_discriminating,pos:verb asp:i vox:a,,a-# intrans,,
3972,3973,1a2o3a4,H.S.H.S,c+n.c+n.c+n.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],HaSoHaS,HaSoHiS,IV,become_clear;be_manifest;come_to_light,pos:verb asp:i vox:a,,u-# trans,,
3973,3974,{isota1o2a3,H.S.l,c+n.c+n.c-n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotaHoSal,sotaHoSil,IV,procure;collect,pos:verb asp:i vox:a,,a-# intrans,,
3974,3975,1a2a3,H.S.l,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],HaSal-u,HoSul,IV,obtain;acquire;get;occur;happen;take_place,pos:verb asp:i vox:a,,a-# intrans,,
3975,3976,ta1a2~3,H.S.l,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHaS~al,taHaS~al,IV,result;collect,pos:verb asp:i vox:a,,a-# intrans,,
3976,3977,{ino1a2a3,H.s.m,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inoHasam,noHasim,IV,be_cut_off;be_finished;be_settled,pos:verb asp:i vox:a,,a-# intrans,,
3977,3978,1a2a3,H.s.m,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],Hasam-i,Hosim,IV,cut_off;finish;discount,pos:verb asp:i vox:a,,a-# trans,,
3978,3979,{isota1o2a3,H.s.n,c+n.c+n.n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotaHosan,sotaHosin,IV,approve;know_well,pos:verb asp:i vox:a,,a-# #n trans,,
3979,3980,>a1o2a3,H.s.n,c+n.c+n.n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>aHosan,Hosin,IV,master;do_well;be_proficient,pos:verb asp:i vox:a,,u-# #n trans,,
3980,3981,>a1o2a3,H.S.n,c+n.c+n.n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>aHoSan,HoSin,IV,make_inaccessible;fortify,pos:verb asp:i vox:a,,u-# #n trans,,
3981,3982,1a2~a3,H.s.n,c+n.c+n.n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],Has~an,Has~in,IV,improve;decorate,pos:verb asp:i vox:a,,u-# #n trans,,
3982,3983,1a2~a3,H.S.n,c+n.c+n.n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],HaS~an,HaS~in,IV,make_inaccessible;fortify;immunize,pos:verb asp:i vox:a,,u-# #n trans,,
3983,3984,1A2a3,H.s.n,c+n.c+n.n,1A2a3,1A2i3,LEXICON,[STEM-IV],HAsan,HAsin,IV,treat_with_kindliness,pos:verb asp:i vox:a,,u-# #n trans,,
3984,3985,1a2a3,H.s.n,c+n.c+n.n,1a2u3-u,1o2u3,LEXICON,[STEM-IV],Hasun-u,Hosun,IV,be_beautiful;be_good,pos:verb asp:i vox:a,,a-# #n intrans,,
3985,3986,1a2a3,H.S.n,c+n.c+n.n,1a2u3-u,1o2u3,LEXICON,[STEM-IV],HaSun-u,HoSun,IV,be_inaccessible;be_fortified,pos:verb asp:i vox:a,,a-# #n intrans,,
3986,3987,ta1a2~3,H.s.n,c+n.c+n.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHas~an,taHas~an,IV,improve,pos:verb asp:i vox:a,,a-# #n trans,,
3987,3988,ta1a2~3,H.S.n,c+n.c+n.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHaS~an,taHaS~an,IV,be_fortified;be_protected,pos:verb asp:i vox:a,,a-# #n intrans,,
3988,3989,{ino1a2a3,H.s.r,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inoHasar,noHasir,IV,be_removed;disappear,pos:verb asp:i vox:a,,a-# intrans,,
3989,3990,{ino1a2a3,H.S.r,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inoHaSar,noHaSir,IV,be_confined;be_united,pos:verb asp:i vox:a,,a-# intrans,,
3990,3991,{ino1a2a3,h.S.r,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inohaSar,nohaSir,IV,be_bent;be_broken;be_cracked,pos:verb asp:i vox:a,,a-# intrans,,
3991,3992,1a2~a3,H.s.r,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],Has~ar,Has~ir,IV,make_tired;uncover,pos:verb asp:i vox:a,,u-# trans,,
3992,3993,1A2a3,H.S.r,c+n.c+n.c-n,1A2a3,1A2i3,LEXICON,[STEM-IV],HASar,HASir,IV,besiege;encircle;blockade;surround,pos:verb asp:i vox:a,,u-# trans,,
3993,3994,1a2a3,H.s.r,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],Hasar-i,Hosir,IV,uncover;unveil,pos:verb asp:i vox:a,,a-# trans,,
3994,3995,1a2a3,H.S.r,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],HaSar-i,HoSir,IV,delimit;surround;blockade,pos:verb asp:i vox:a,,a-# trans,,
3995,3996,1a2a3,h.S.r,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],haSar-i,hoSir,IV,bend;break;snap,pos:verb asp:i vox:a,,a-# trans,,
3996,3997,1a2a3,H.s.r,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],Hasar-u,Hosur,IV,uncover;unveil,pos:verb asp:i vox:a,,a-# trans,,
3997,3998,1a2a3,H.S.r,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],HaSar-u,HoSur,IV,delimit;surround;blockade,pos:verb asp:i vox:a,,a-# trans,,
3998,3999,1a2a3,H.s.r,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],Hasir-a,Hosar,IV,be_aggrieved;be_tired,pos:verb asp:i vox:a,,a-# intrans,,
3999,4000,1a2a3,H.S.r,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],HaSir-a,HoSar,IV,be_in_a_dilemma,pos:verb asp:i vox:a,,a-# intrans,,
4000,4001,ta1a2~3,H.s.r,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHas~ar,taHas~ar,IV,mourn;regret,pos:verb asp:i vox:a,,a-# trans,,
4001,4002,ta1a2~3,h.S.r,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tahaS~ar,tahaS~ar,IV,be_cracked;be_broken,pos:verb asp:i vox:a,,a-# intrans,,
4002,4003,>a1o2a3,H.s.s,c+n.c-n.2,>a1a2~,1i2~,LEXICON,[STEM-IV],>aHas~,His~,IV,feel;perceive,pos:verb asp:i vox:a,v-suff,u-# gem trans,,
4003,4004,>a1o2a3,H.s.s,c+n.c-n.2,>a1a2~,1o2i3,LEXICON,[STEM-IV],>aHas~,Hosis,IV,feel;perceive,pos:verb asp:i vox:a,c-suff,u-# gem trans,,
4004,4005,>a1o2a3,H.S.S,c+n.c-n.2,>a1a2~,1i2~,LEXICON,[STEM-IV],>aHaS~,HiS~,IV,allot_a_share;allot_a_quota,pos:verb asp:i vox:a,v-suff,u-# gem trans,,
4005,4006,>a1o2a3,H.S.S,c+n.c-n.2,>a1a2~,1o2i3,LEXICON,[STEM-IV],>aHaS~,HoSiS,IV,allot_a_share;allot_a_quota,pos:verb asp:i vox:a,c-suff,u-# gem trans,,
4006,4007,1a2a3,H.s.s,c+n.c-n.2,1a2~-a,1a2~,LEXICON,[STEM-IV],Has~-a,Has~,IV,feel,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4007,4008,1a2a3,H.s.s,c+n.c-n.2,1a2~-a,1o2a3,LEXICON,[STEM-IV],Has~-a,Hosas,IV,feel,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4008,4009,1A2a3,H.S.S,c+n.c-n.2,1A2~-i,1A2~,LEXICON,[STEM-IV],HAS~-i,HAS~,IV,share,pos:verb asp:i vox:a,v-suff,u-# gem trans,,
4009,4010,1A2a3,H.S.S,c+n.c-n.2,1A2~-i,1A2i3,LEXICON,[STEM-IV],HAS~-i,HASiS,IV,share,pos:verb asp:i vox:a,c-suff,u-# gem trans,,
4010,4011,1a2a3,H.s.s,c+n.c-n.2,1a2~-i,1i2~,LEXICON,[STEM-IV],Has~-i,His~,IV,feel,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4011,4012,1a2a3,H.s.s,c+n.c-n.2,1a2~-i,1o2i3,LEXICON,[STEM-IV],Has~-i,Hosis,IV,feel,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4012,4013,1a2a3,h.s.s,c+n.c-n.2,1a2~-i,1i2~,LEXICON,[STEM-IV],has~-i,his~,IV,whisper,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4013,4014,1a2a3,h.s.s,c+n.c-n.2,1a2~-i,1o2i3,LEXICON,[STEM-IV],has~-i,hosis,IV,whisper,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4014,4015,1a2a3,H.S.S,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],HaS~-u,HuS~,IV,be_a_quota_to;be_a_share_to,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
4015,4016,1a2a3,H.S.S,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],HaS~-u,HoSuS,IV,be_a_quota_to;be_a_share_to,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
4016,4017,1a2a3,h.S.S,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],haS~-u,huS~,IV,trample,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4017,4018,1a2a3,h.S.S,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],haS~-u,hoSuS,IV,trample,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4018,4019,ta1a2~3,H.s.s,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHas~as,taHas~as,IV,feel,pos:verb asp:i vox:a,,a-# trans,,
4019,4020,{i1ota2a3,H.s.w,c+n.c+n.w,{i1ota2aY,1ota2,LEXICON,[STEM-IV],{iHotasaY,Hotas,IV,drink;sip,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
4020,4021,>a1o2a3,H.S.w,c+n.c+n.w,>a1o2aY,1o2,LEXICON,[STEM-IV],>aHoSaY,HoS,IV,count;calculate,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
4021,4022,1a2a3,H.s.w,c+n.c+n.w,1a2A-u,1o2,LEXICON,[STEM-IV],HasA-u,Hos,IV,drink;sip,pos:verb asp:i vox:a,,a-# #-uw defective trans,,
4022,4023,ta1a2~3,H.s.w,c+n.c+n.w,ta1a2~aY,ta1a2~,LEXICON,[STEM-IV],taHas~aY,taHas~,IV,drink;sip,pos:verb asp:i vox:a,,a-# #-aY defective trans,,
4023,4024,{i1ota2a3,H.T.b,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{iHotaTab,HotaTib,IV,gather_firewood,pos:verb asp:i vox:a,,a-# trans,,
4024,4025,1a2a3,H.T.b,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],HaTab-i,HoTib,IV,support;back;gather_firewood,pos:verb asp:i vox:a,,a-# trans,,
4025,4026,1a2a3,H.t.d,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],Hatid-a,Hotad,IV,be_of_pure_origin,pos:verb asp:i vox:a,,a-# intrans,,
4026,4027,>a1o2a3,h.T.E,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>ahoTaE,hoTiE,IV,crane_the_neck,pos:verb asp:i vox:a,,u-# trans,,
4027,4028,1A2a3,h.t.f,c+n.c+n.c-n,1A2a3,1A2i3,LEXICON,[STEM-IV],hAtaf,hAtif,IV,phone,pos:verb asp:i vox:a,,u-# trans,,
4028,4029,1a2a3,h.t.f,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],hataf-i,hotif,IV,call;shout;cheer,pos:verb asp:i vox:a,,a-# trans,,
4029,4030,ta1A2a3,h.t.f,c+n.c+n.c-n,ta1A2a3,ta1A2a3,LEXICON,[STEM-IV],tahAtaf,tahAtaf,IV,encourage_each_other,pos:verb asp:i vox:a,,a-# trans,,
4030,4031,{i1ota2a3,h.t.k,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{ihotatak,hotatik,IV,be_torn_apart;be_disgraced,pos:verb asp:i vox:a,,a-# intrans,,
4031,4032,1a2~a3,h.t.k,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],hat~ak,hat~ik,IV,tear_to_shreds,pos:verb asp:i vox:a,,u-# trans,,
4032,4033,1a2a3,H.t.k,c+n.c+n.c-n,1a2a3,1o2i3,LEXICON,[STEM-IV],Hatak,Hotik,IV,scratch;scrape,pos:verb asp:i vox:a,,a-# trans,,
4033,4034,1a2a3,h.t.k,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],hatak-i,hotik,IV,rip_apart;disclose;disgrace,pos:verb asp:i vox:a,,a-# trans,,
4034,4035,ta1a2~3,h.t.k,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tahat~ak,tahat~ak,IV,be_disgraced;be_dishonorable,pos:verb asp:i vox:a,,a-# intrans,,
4035,4036,1a2a3,h.T.l,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],haTal-i,hoTil,IV,flow_in_torrents;pour_down,pos:verb asp:i vox:a,,a-# trans,,
4036,4037,ta1A2a3,h.T.l,c+n.c+n.c-n,ta1A2a3,ta1A2a3,LEXICON,[STEM-IV],tahATal,tahATal,IV,flow_in_torrents;imitate,pos:verb asp:i vox:a,,a-# trans,,
4037,4038,{ino1a2a3,H.T.m,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inoHaTam,noHaTim,IV,break;crash,pos:verb asp:i vox:a,,a-# trans,,
4038,4039,1a2~a3,H.t.m,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],Hat~am,Hat~im,IV,prescribe;make_a_duty;decide,pos:verb asp:i vox:a,,u-# trans,,
4039,4040,1a2~a3,H.T.m,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],HaT~am,HaT~im,IV,smash;demolish,pos:verb asp:i vox:a,,u-# trans,,
4040,4041,1a2a3,H.t.m,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],Hatam-i,Hotim,IV,prescribe;decide;impose,pos:verb asp:i vox:a,,a-# trans,,
4041,4042,1a2a3,H.T.m,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],HaTam-i,HoTim,IV,smash;demolish,pos:verb asp:i vox:a,,a-# trans,,
4042,4043,ta1a2~3,H.t.m,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHat~am,taHat~am,IV,be_incumbent;be_necessary,pos:verb asp:i vox:a,,a-# intrans,,
4043,4044,ta1a2~3,H.T.m,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],taHaT~am,taHaT~am,IV,break;crash,pos:verb asp:i vox:a,,a-# trans,,
4044,4045,1a2a3,h.t.n,c+n.c+n.n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],hatan-i,hotin,IV,rain_torrentially,pos:verb asp:i vox:a,,a-# #n trans,,
4045,4046,{isota1o2a3,h.t.r,c+n.c+n.c-n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotahotar,sotahotir,IV,be_negligent;disdain,pos:verb asp:i vox:a,,a-# intrans,,
4046,4047,>a1o2a3,h.t.r,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>ahotar,hotir,IV,become_senile,pos:verb asp:i vox:a,,u-# trans,,
4047,4048,1A2a3,h.t.r,c+n.c+n.c-n,1A2a3,1A2i3,LEXICON,[STEM-IV],hAtar,hAtir,IV,insult;revile,pos:verb asp:i vox:a,,u-# trans,,
4048,4049,1a2a3,h.t.r,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],hatar-i,hotir,IV,tear_to_pieces,pos:verb asp:i vox:a,,a-# trans,,
4049,4050,ta1A2a3,h.t.r,c+n.c+n.c-n,ta1A2a3,ta1A2a3,LEXICON,[STEM-IV],tahAtar,tahAtar,IV,be_contradictory;revile_each_other,pos:verb asp:i vox:a,,a-# intrans,,
4050,4051,{i1ota2a3,H.T.T,c+n.c-n.2,{i1ota2~,1ota2~,LEXICON,[STEM-IV],{iHotaT~,HotaT~,IV,set_down,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4051,4052,{i1ota2a3,H.T.T,c+n.c-n.2,{i1ota2~,1ota2i3,LEXICON,[STEM-IV],{iHotaT~,HotaTiT,IV,set_down,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4052,4053,{ino1a2a3,H.t.t,c+n.c-n.2,{ino1a2~,no1a2~,LEXICON,[STEM-IV],{inoHat~,noHat~,IV,corrode,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4053,4054,{ino1a2a3,H.t.t,c+n.c-n.2,{ino1a2~,no1a2i3,LEXICON,[STEM-IV],{inoHat~,noHatit,IV,corrode,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4054,4055,{ino1a2a3,H.T.T,c+n.c-n.2,{ino1a2~,no1a2~,LEXICON,[STEM-IV],{inoHaT~,noHaT~,IV,descend;decrease;decline,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4055,4056,{ino1a2a3,H.T.T,c+n.c-n.2,{ino1a2~,no1a2i3,LEXICON,[STEM-IV],{inoHaT~,noHaTiT,IV,descend;decrease;decline,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4056,4057,1a2a3,H.t.t,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],Hat~-u,Hut~,IV,rub_off;scrape_off;corrode,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4057,4058,1a2a3,H.t.t,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],Hat~-u,Hotut,IV,rub_off;scrape_off;corrode,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4058,4059,1a2a3,H.T.T,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],HaT~-u,HuT~,IV,descend;land,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
4059,4060,1a2a3,H.T.T,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],HaT~-u,HoTuT,IV,descend;land,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
4060,4061,1a2a3,H.T.T,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],HaT~-u,HuT~,IV,set_down;lower,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
4061,4062,1a2a3,H.T.T,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],HaT~-u,HoTuT,IV,set_down;lower,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
4062,4063,1a2~a3,H.T.T,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],HaT~aT,HaT~iT,IV,set_down;unload,pos:verb asp:i vox:a,,u-# trans,,
