,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,#GLOSS_OLD,FEAT,COND-T,COND-S,COMMENTS,STATUS,scratch1,scratch2
5108,5109,1a2a3,H.r.s,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],Haras-u,Haras,PV,safeguard;supervise,safeguard;supervise,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5109,5110,1a2a3,h.r.s,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],haras-u,haras,PV,bruise;crush;pound,crush;pound;bruise,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5110,5111,1a2a3,H.r.v,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],Harav-i,Harav,PV,cultivate;plow;till,till;cultivate;plow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5111,5112,1a2a3,H.r.v,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],Harav-u,Harav,PV,cultivate;plow;till,till;cultivate;plow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5112,5113,1a2a3,H.r.y,c+nt.c+nt.y,1a2aY,1a2,LEXICON,[STEM-PV],HaraY,Har,PV,be_able;be_possible,be_able;be_possible,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay intrans,,,,
5113,5114,1a2a3,H.r.z,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],Haraz-u,Haraz,PV,guard;protect,guard;protect,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5114,5115,1a2a3,h.r.$,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],hari$-a,hari$,PV,have_a_bad_character,have_a_bad_character,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5115,5116,1a2a3,H.r.d,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Harid-a,Harid,PV,be_angry;be_annoyed,be_annoyed;be_angry,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5116,5117,1a2a3,H.r.j,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Harij-a,Harij,PV,be_forbidden;be_oppressed;be_tight,be_oppressed;be_tight;be_forbidden,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5117,5118,1a2a3,H.r.m,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Harim-a,Harim,PV,be_forbidden,be_forbidden,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5118,5119,1a2a3,h.r.m,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],harim-a,harim,PV,become_senile,become_senile,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5119,5120,1a2a3,H.r.S,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],HariS-a,HariS,PV,be_eager;desire,desire;be_eager,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5120,5121,1a2a3,H.r.z,c+nt.c+nt.c-nt,1a2i3,1a2i3,LEXICON,[STEM-PV],Hariz,Hariz,PV,be_fortified;be_strong,be_strong;be_fortified,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5121,5122,1a2o3a4,h.r.h.r,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],harohar,harohar,PV,attack;move;shake,move;shake;attack,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5122,5123,1a2o3a4,H.r.k.$,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],Haroka$,Haroka$,PV,agitate;stir_up,stir_up;agitate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5123,5124,1a2o3a4,H.r.k.v,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],Harokav,Harokav,PV,agitate;stir_up,stir_up;agitate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5124,5125,1a2o3a4,h.r.m.s,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],haromas,haromas,PV,be_gloomy;be_stern,be_stern;be_gloomy,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5125,5126,1a2o3a4,h.r.T.q,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],haroTaq,haroTaq,PV,become_a_heretic,become_a_heretic,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5126,5127,1a2o3a4,h.r.w.l,c+nt.c+nt.w.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],harowal,harowal,PV,hurry;spin;turn;walk_fast,turn;spin;walk_fast;hurry,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5127,5128,1a2a3,H.r.m,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],Harum-u,Harum,PV,be_forbidden,be_forbidden,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5128,5129,1a2a3,H.r.n,c+nt.c+nt.n,1a2u3-u,1a2u3,LEXICON,[STEM-PV],Harun-u,Harun,PV,be_headstrong;be_obstinate;be_stubborn,be_obstinate;be_headstrong;be_stubborn,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
5129,5130,1a2a3,H.r.z,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],Haruz-u,Haruz,PV,be_fortified;be_strong,be_strong;be_fortified,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5130,5131,1a2a3,H.s.s,c+nt.c+nt.2,1a2~-a,1a2~,LEXICON,[STEM-PV],Has~-a,Has~,PV,feel,feel,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
5131,5132,1a2a3,H.s.s,c+nt.c+nt.2,1a2~-a,1a2a3,LEXICON,[STEM-PV],Has~-a,Hasas,PV,feel,feel,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5132,5133,1a2a3,H.s.s,c+nt.c+nt.2,1a2~-i,1a2~,LEXICON,[STEM-PV],Has~-i,Has~,PV,feel,feel,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
5133,5134,1a2a3,H.s.s,c+nt.c+nt.2,1a2~-i,1a2a3,LEXICON,[STEM-PV],Has~-i,Hasas,PV,feel,feel,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5134,5135,1a2a3,H.s.s,c+nt.c+nt.2,1a2~-i,1a2i3,LEXICON,[STEM-PV],Has~-i,Hasis,PV,feel,feel,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5135,5136,1a2a3,h.s.s,c+nt.c+nt.2,1a2~-i,1a2~,LEXICON,[STEM-PV],has~-i,has~,PV,whisper,whisper,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
5136,5137,1a2a3,h.s.s,c+nt.c+nt.2,1a2~-i,1a2a3,LEXICON,[STEM-PV],has~-i,hasas,PV,whisper,whisper,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5137,5138,1a2a3,H.S.S,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],HaS~-u,HaS~,PV,be_a_quota_to;be_a_share_to,be_a_quota_to;be_a_share_to,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem intrans,,,,
5138,5139,1a2a3,H.S.S,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],HaS~-u,HaSaS,PV,be_a_quota_to;be_a_share_to,be_a_quota_to;be_a_share_to,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem intrans,,,,
5139,5140,1a2a3,h.S.S,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],haS~-u,haS~,PV,trample,trample,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
5140,5141,1a2a3,h.S.S,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],haS~-u,haSaS,PV,trample,trample,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5141,5142,1a2~a3,H.S.b,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],HaS~ab,HaS~ab,PV,macadamize;pave,pave;macadamize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5142,5143,1a2~a3,H.s.n,c+nt.c+nt.n,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Has~an,Has~an,PV,decorate;improve,improve;decorate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
5143,5144,1a2~a3,H.S.n,c+nt.c+nt.n,1a2~a3,1a2~a3,LEXICON,[STEM-PV],HaS~an,HaS~an,PV,fortify;immunize;make_inaccessible,make_inaccessible;fortify;immunize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
5144,5145,1a2~a3,H.s.r,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Has~ar,Has~ar,PV,make_tired;uncover,make_tired;uncover,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5145,5146,1a2a3,H.s.w,c+nt.c+nt.w,1a2aA-u,1a2,LEXICON,[STEM-PV],HasaA-u,Has,PV,drink;sip,drink;sip,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-aw trans,,,,
5146,5147,1a2a3,H.S.b,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],HaSab-i,HaSab,PV,macadamize;pave,pave;macadamize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5147,5148,1a2a3,H.s.b,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],Hasab-u,Hasab,PV,charge;compute,compute;charge,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5148,5149,1a2a3,H.S.b,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],HaSab-u,HaSab,PV,macadamize;pave,pave;macadamize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5149,5150,1a2a3,H.S.d,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],HaSad-i,HaSad,PV,gather;harvest;reap,harvest;reap;gather,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5150,5151,1a2a3,H.s.d,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],Hasad-u,Hasad,PV,envy,envy,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5151,5152,1a2a3,H.S.d,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],HaSad-u,HaSad,PV,gather;harvest;reap,harvest;reap;gather,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5152,5153,1a2a3,H.S.l,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],HaSal-u,HaSal,PV,acquire;get;happen;obtain;occur;take_place,obtain;acquire;get;occur;happen;take_place,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5153,5154,1a2a3,H.s.m,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],Hasam-i,Hasam,PV,cut_off;discount;finish,cut_off;finish;discount,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5154,5155,1a2a3,H.s.r,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],Hasar-i,Hasar,PV,uncover;unveil,uncover;unveil,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5155,5156,1a2a3,H.S.r,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],HaSar-i,HaSar,PV,blockade;delimit;surround,delimit;surround;blockade,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5156,5157,1a2a3,h.S.r,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],haSar-i,haSar,PV,bend;break;snap,bend;break;snap,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5157,5158,1a2a3,H.s.r,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],Hasar-u,Hasar,PV,uncover;unveil,uncover;unveil,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5158,5159,1a2a3,H.S.r,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],HaSar-u,HaSar,PV,blockade;delimit;surround,delimit;surround;blockade,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5159,5160,1a2a3,H.S.b,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],HaSib-a,HaSib,PV,have_measles,have_measles,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5160,5161,1a2a3,H.s.b,c+nt.c+nt.c-nt,1a2i3-i,1a2i3,LEXICON,[STEM-PV],Hasib-i,Hasib,PV,consider;regard,regard;consider,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5161,5162,1a2a3,H.s.r,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Hasir-a,Hasir,PV,be_aggrieved;be_tired,be_aggrieved;be_tired,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5162,5163,1a2a3,H.S.r,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],HaSir-a,HaSir,PV,be_in_a_dilemma,be_in_a_dilemma,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5163,5164,1a2o3a4,H.S.H.S,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],HaSoHaS,HaSoHaS,PV,be_manifest;become_clear;come_to_light,become_clear;be_manifest;come_to_light,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5164,5165,1a2a3,H.s.b,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],Hasub-u,Hasub,PV,be_esteemed;be_valued,be_esteemed;be_valued,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5165,5166,1a2a3,H.S.f,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],HaSuf-u,HaSuf,PV,be_discriminating;be_judicious;be_sensible,be_sensible;be_judicious;be_discriminating,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5166,5167,1a2a3,H.s.n,c+nt.c+nt.n,1a2u3-u,1a2u3,LEXICON,[STEM-PV],Hasun-u,Hasun,PV,be_beautiful;be_good,be_beautiful;be_good,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
5167,5168,1a2a3,H.S.n,c+nt.c+nt.n,1a2u3-u,1a2u3,LEXICON,[STEM-PV],HaSun-u,HaSun,PV,be_fortified;be_inaccessible,be_inaccessible;be_fortified,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
5168,5169,1a2a3,H.t.t,c+nt.t.t,1a2~-u,1a2a3,LEXICON,[STEM-PV],Hat~-u,Hatat,PV,corrode;rub_off;scrape_off,rub_off;scrape_off;corrode,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,#t gem trans,,,,
5169,5170,1a2a3,H.T.T,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],HaT~-u,HaT~,PV,descend;land;lower;set_down,set_down;lower,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
5170,5171,1a2a3,H.t.t,c+nt.t.t,1a2~-u,1a2~,LEXICON,[STEM-PV],Hat~-u,Hat~,PV,corrode;rub_off;scrape_off,rub_off;scrape_off;corrode,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,#t gem trans,,,,
5171,5172,1a2a3,H.T.T,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],HaT~-u,HaTaT,PV,descend;land;lower;set_down,set_down;lower,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5172,5173,1a2~a3,h.t.k,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],hat~ak,hat~ak,PV,tear_to_shreds,tear_to_shreds,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5173,5174,1a2~a3,H.t.m,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Hat~am,Hat~am,PV,decide;make_a_duty;prescribe,prescribe;make_a_duty;decide,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5174,5175,1a2~a3,H.T.m,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],HaT~am,HaT~am,PV,demolish;smash,smash;demolish,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5175,5176,1a2~a3,H.T.T,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],HaT~aT,HaT~aT,PV,set_down;unload,set_down;unload,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5176,5177,1a2a3,H.T.b,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],HaTab-i,HaTab,PV,back;gather_firewood;support,support;back;gather_firewood,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5177,5178,1a2a3,h.t.f,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],hataf-i,hataf,PV,call;cheer;shout,call;shout;cheer,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5178,5179,1a2a3,H.t.k,c+nt.c+nt.c-nt,1a2a3,1a2a3,LEXICON,[STEM-PV],Hatak,Hatak,PV,scrape;scratch,scratch;scrape,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5179,5180,1a2a3,h.t.k,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],hatak-i,hatak,PV,disclose;disgrace;rip_apart,rip_apart;disclose;disgrace,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5180,5181,1a2a3,h.T.l,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],haTal-i,haTal,PV,flow_in_torrents;pour_down,flow_in_torrents;pour_down,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5181,5182,1a2a3,H.t.m,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],Hatam-i,Hatam,PV,decide;impose;prescribe,prescribe;decide;impose,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5182,5183,1a2a3,H.T.m,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],HaTam-i,HaTam,PV,demolish;smash,smash;demolish,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5183,5184,1a2a3,h.t.n,c+nt.c+nt.n,1a2a3-i,1a2a3,LEXICON,[STEM-PV],hatan-i,hatan,PV,rain_torrentially,rain_torrentially,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
5184,5185,1a2a3,h.t.r,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],hatar-i,hatar,PV,tear_to_pieces,tear_to_pieces,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5185,5186,1a2a3,H.t.d,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Hatid-a,Hatid,PV,be_of_pure_origin,be_of_pure_origin,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5186,5187,1a2a3,H.v.v,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],Hav~-u,Hav~,PV,encourage;incite;urge,encourage;urge;incite,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
5187,5188,1a2a3,H.v.v,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],Hav~-u,Havav,PV,encourage;incite;urge,encourage;urge;incite,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
5188,5189,1a2a3,H.v.w,c+nt.c+nt.w,1a2aA-u,1a2,LEXICON,[STEM-PV],HavaA-u,Hav,PV,disperse;spread,spread;disperse,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-aw trans,,,,
5189,5190,1a2a3,H.v.r,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Havir-a,Havir,PV,be_lumpy;congeal,congeal;be_lumpy,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5190,5191,1a2~a3,H.w.$,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~a$,Haw~a$,PV,amass;hoard;save,amass;save;hoard,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5191,5192,1a2~a3,h.w.$,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~a$,haw~a$,PV,agitate;incite;inflame,agitate;incite;inflame,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5192,5193,1a2~a3,H.w.d,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~ad,Haw~ad,PV,turn;turn_off,turn_off;turn,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5193,5194,1a2~a3,h.w.d,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~ad,haw~ad,PV,intoxicate;make_Jewish,intoxicate;make_Jewish,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5194,5195,1a2~a3,h.w.E,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~aE,haw~aE,PV,make_vomit,make_vomit,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5195,5196,1a2~a3,H.w.l,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~al,Haw~al,PV,change;convert;switch,change;convert;switch,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5196,5197,1a2~a3,h.w.l,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~al,haw~al,PV,frighten;intimidate,frighten;intimidate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5197,5198,1a2~a3,H.w.m,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~am,Haw~am,PV,circle;hover;revolve,circle;hover;revolve,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5198,5199,1a2~a3,h.w.m,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~am,haw~am,PV,doze_off;exaggerate;fall_asleep,doze_off;fall_asleep;exaggerate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5199,5200,1a2~a3,h.w.n,c+nt.w.n,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~an,haw~an,PV,disparage;facilitate,facilitate;disparage,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
5200,5201,1a2~a3,H.w.q,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~aq,Haw~aq,PV,embrace;enclose;surround,surround;enclose;embrace,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5201,5202,1a2~a3,H.w.r,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~ar,Haw~ar,PV,modify;transform;whiten,modify;transform;whiten,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5202,5203,1a2~a3,h.w.r,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~ar,haw~ar,PV,endanger;imperil,endanger;imperil,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5203,5204,1a2~a3,h.w.s,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],haw~as,haw~as,PV,confuse;perplex,perplex;confuse,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5204,5205,1a2~a3,H.w.T,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],Haw~aT,Haw~aT,PV,encircle;surround,encircle;surround,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
5205,5206,1a2~a3,h.w.y,c+nt.w.y,1a2~aY,1a2~,LEXICON,[STEM-PV],haw~aY,haw~,PV,ventilate,ventilate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
5206,5207,1a2a3,H.w.y,c+nt.w.y,1a2aY-i,1a2,LEXICON,[STEM-PV],HawaY-i,Haw,PV,contain;encompass;gather;include,gather;encompass;include;contain,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
5207,5208,1a2a3,h.w.y,c+nt.w.y,1a2aY-i,1a2,LEXICON,[STEM-PV],hawaY-i,haw,PV,collapse;fall;topple,fall;collapse;topple,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
5208,5209,1a2a3,h.w.$,c+nt.w.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],hawi$-a,hawi$,PV,be_agitated;be_excited,be_excited;be_agitated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5209,5210,1a2a3,H.w.r,c+nt.w.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],Hawir-a,Hawir,PV,be_very_dark,be_very_dark,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5210,5211,1a2a3,h.w.s,c+nt.w.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],hawis-a,hawis,PV,be_baffled;be_perplexed,be_perplexed;be_baffled,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
5211,5212,1a2a3,h.w.y,c+nt.w.y,1a2i3-a,1a2,LEXICON,[STEM-PV],hawiy-a,haw,PV,like;love,love;like,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-iy trans,,,,
