,LINE,DEFINE,CLASS,FUNC,FORM,BW,VARIANT,GLOSS,FEAT,COND-T,COND-S,D3,EXAMPLE,STATUS,COND-F,COMMENTS
299,307,MORPH,[IVSuff.E.3MP],IVSuff.3MP,uno,uno/IVSUFF_SUBJ:3MP_MOOD:E,CA,[masc.pl.],asp:i per:3 gen:m num:p mod:e,else,v-suff w-suff,uno,يكتبُنْ,OK-BASE,,L
300,309,MORPH,[IVSuff.E.3MP],IVSuff.3MP,awuno,awuno/IVSUFF_SUBJ:3MP_MOOD:E,CA,[masc.pl.],asp:i per:3 gen:m num:p mod:e,#-aY||#-aA||#->ay,w-suff,awuno,يروُنْ,OK-VAR,,L
301,311,MORPH,[IVSuff.E.3MS],IVSuff.3MS,ano,ano/IVSUFF_SUBJ:3MS_MOOD:E,CA,[masc.sg.],asp:i per:3 gen:m num:s mod:e,_,v-suff,ano,يكتبَنْ يريَنْ,OK-VAR,,L
302,313,#,Imperfective Verb Suffixes (Extra Energetic Mood) Heavy Energetic,,,,,,,,,,,,,
303,314,MORPH,[IVSuff.X.1P],IVSuff.1P,an~a,an~a/IVSUFF_SUBJ:1P_MOOD:X,CA,[pl.],asp:i per:1 gen:u num:p mod:x,_,v-suff,an~a,نكتبَنَّ نريَنَّ,OK-BASE,,H
304,316,MORPH,[IVSuff.X.1S],IVSuff.1S,an~a,an~a/IVSUFF_SUBJ:1S_MOOD:X,CA,[sg.],asp:i per:1 gen:u num:s mod:x,_,v-suff,an~a,أكتبَنَّ أرينَّ,OK-BASE,,H
305,318,MORPH,[IVSuff.X.2D],IVSuff.2D,An~i,An~i/IVSUFF_SUBJ:2D_MOOD:X,CA,[du.],asp:i per:2 gen:u num:d mod:x,else,v-suff A-suff #^i,An~i,تكتبانِّ,OK-BASE,,HL
306,319,MORPH,[IVSuff.X.2D],IVSuff.2D,n~i,n~i/IVSUFF_SUBJ:2D_MOOD:X,CA,[du.],asp:i per:2 gen:u num:d mod:x,#-a>,v-suff A-suff #^i,n~i,تقرآنِّ,OK-VAR,,HL
307,320,MORPH,[IVSuff.X.2FP],IVSuff.2FP,nAn~i,nAn~i/IVSUFF_SUBJ:2FP_MOOD:X,CA,[fem.pl.],asp:i per:2 gen:f num:p mod:x,else,c-suff #^i,nAn~i,تكتبنان,OK-BASE,,HL
308,321,MORPH,[IVSuff.X.2FP],IVSuff.2FP,~An~i,~An~i/IVSUFF_SUBJ:2FP_MOOD:X,CA,[fem.pl.],asp:i per:2 gen:f num:p mod:x,#n,c-suff #^i,~An~i,تسكنّان,OK-VAR,,HL
309,322,MORPH,[IVSuff.X.2FS],IVSuff.2FS,in~a,in~a/IVSUFF_SUBJ:2FS_MOOD:X,CA,[fem.sg.],asp:i per:2 gen:f num:s mod:x,else,v-suff y-suff,in~a,تكتبِنَّ,OK-BASE,,H
310,323,MORPH,[IVSuff.X.2FS],IVSuff.2FS,ayin~a,ayin~a/IVSUFF_SUBJ:2FS_MOOD:X,CA,[fem.sg.],asp:i per:2 gen:f num:s mod:x,#-aY||#-aA||#->ay,y-suff,ayin~a,تريِنَّ,OK-VAR,,H
311,326,MORPH,[IVSuff.X.2MP],IVSuff.2MP,un~a,un~a/IVSUFF_SUBJ:2MP_MOOD:X,CA,[masc.pl.],asp:i per:2 gen:m num:p mod:x,else,v-suff w-suff,un~a,تكتبُنَّ,OK-BASE,,H
312,328,MORPH,[IVSuff.X.2MP],IVSuff.2MP,awun~a,awun~a/IVSUFF_SUBJ:2MP_MOOD:X,CA,[masc.pl.],asp:i per:2 gen:m num:p mod:x,#-aY||#-aA||#->ay,w-suff,awun~a,تروُنَّ,OK-VAR,,H
313,330,MORPH,[IVSuff.X.2MS],IVSuff.2MS,an~a,an~a/IVSUFF_SUBJ:2MS_MOOD:X,CA,[masc.sg.],asp:i per:2 gen:m num:s mod:x,_,v-suff,an~a,تكتبَنَّ تريَنَّ,OK-BASE,,H
314,332,MORPH,[IVSuff.X.3FD],IVSuff.3FD,An~i,An~i/IVSUFF_SUBJ:3FD_MOOD:X,CA,[fem.du.],asp:i per:3 gen:f num:d mod:x,else,v-suff A-suff #^i,An~i,تكتبانِّ,OK-BASE,,HL
315,333,MORPH,[IVSuff.X.3FD],IVSuff.3FD,n~i,n~i/IVSUFF_SUBJ:3FD_MOOD:X,CA,[fem.du.],asp:i per:3 gen:f num:d mod:x,#-a>,v-suff A-suff #^i,n~i,تقرآنِّ,OK-VAR,,HL
316,334,MORPH,[IVSuff.X.3FP],IVSuff.3FP,nAn~i,nAn~i/IVSUFF_SUBJ:3FP_MOOD:X,CA,[fem.pl.],asp:i per:3 gen:f num:p mod:x,else,c-suff #^i,nAn~i,يكتبنان,OK-BASE,,HL
317,335,MORPH,[IVSuff.X.3FP],IVSuff.3FP,~An~i,~An~i/IVSUFF_SUBJ:3FP_MOOD:X,CA,[fem.pl.],asp:i per:3 gen:f num:p mod:x,#n,c-suff #^i,~An~i,يسكنّان,OK-VAR,,HL
318,336,MORPH,[IVSuff.X.3FS],IVSuff.3FS,an~a,an~a/IVSUFF_SUBJ:3FS_MOOD:X,CA,[fem.sg.],asp:i per:3 gen:f num:s mod:x,_,v-suff,an~a,تكتبَنَّ تريَنَّ,OK-BASE,,H
319,338,MORPH,[IVSuff.X.3MD],IVSuff.3MD,An~i,An~i/IVSUFF_SUBJ:3MD_MOOD:X,CA,[masc.du.],asp:i per:3 gen:m num:d mod:x,else,v-suff A-suff #^i,An~i,يكتبانِّ,OK-BASE,,HL
320,339,MORPH,[IVSuff.X.3MD],IVSuff.3MD,n~i,n~i/IVSUFF_SUBJ:3MD_MOOD:X,CA,[masc.du.],asp:i per:3 gen:m num:d mod:x,#-a>,v-suff A-suff #^i,n~i,يقرآنِّ,OK-VAR,,HL
321,340,MORPH,[IVSuff.X.3MP],IVSuff.3MP,un~a,un~a/IVSUFF_SUBJ:3MP_MOOD:X,CA,[masc.pl.],asp:i per:3 gen:m num:p mod:x,else,v-suff w-suff,un~a,يكتبُنَّ,OK-BASE,,H
322,342,MORPH,[IVSuff.X.3MP],IVSuff.3MP,awun~a,awun~a/IVSUFF_SUBJ:3MP_MOOD:X,CA,[masc.pl.],asp:i per:3 gen:m num:p mod:x,#-aY||#-aA||#->ay,w-suff,awun~a,يروُنَّ,OK-VAR,,H
323,344,MORPH,[IVSuff.X.3MS],IVSuff.3MS,an~a,an~a/IVSUFF_SUBJ:3MS_MOOD:X,CA,[masc.sg.],asp:i per:3 gen:m num:s mod:x,_,v-suff,an~a,يكتبَنَّ يريَنَّ,OK-BASE,,H
324,347,#,Command Verb Stem Buffers,,,,,,,,,,,,,
325,348,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-aA w-suff||y-suff,_,,احيوا احيي,DONE,,
326,349,MORPH,[CVBuff],Buffer,a,a/STEM,MSA,,,#-aA z-suff,_,,احيَ,DONE,,
327,350,MORPH,[CVBuff],Buffer,ay,ay/STEM,MSA,,,#-aA else,_,,احيين احييا,DONE,,
328,351,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-aY w-suff||y-suff,_,,اصحوا اصحي,DONE,,
329,352,MORPH,[CVBuff],Buffer,a,a/STEM,MSA,,,#-aY z-suff,_,,اصح,DONE,,
330,353,MORPH,[CVBuff],Buffer,ay,ay/STEM,MSA,,,#-aY else,_,,اصحين اصحيا,DONE,,
331,354,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-iy w-suff||y-suff,_,,ارموا,DONE,,
332,355,MORPH,[CVBuff],Buffer,i,i/STEM,MSA,,,#-iy c-suff||z-suff,_,,ارمِ,DONE,,
333,356,MORPH,[CVBuff],Buffer,iy,iy/STEM,MSA,,,#-iy else,_,,ارمين,DONE,,
334,357,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-uw w-suff||y-suff,_,,ادعوا,DONE,,
335,358,MORPH,[CVBuff],Buffer,u,u/STEM,MSA,,,#-uw z-suff,_,,ادعُ,DONE,,
336,359,MORPH,[CVBuff],Buffer,uw,uw/STEM,MSA,,,#-uw else,_,,ادعون,DONE,,
337,360,MORPH,[CVBuff],Buffer,a>,a>/STEM,MSA,,,#-a> else,_,,اقرأ,DONE,,
338,361,MORPH,[CVBuff],Buffer,a|,a|/STEM,MSA,,,#-a> A-suff,_,,اقرآ,DONE,,
339,362,MORPH,[CVBuff],Buffer,a&,a&/STEM,MSA,,,#-a> w-suff,_,,اقرؤوا,DONE,,
340,363,MORPH,[CVBuff],Buffer,a},a}/STEM,MSA,,,#-a> y-suff,_,,اقرئي,DONE,,
341,364,#MORPH,[CVBuff],Buffer,u},a}/STEM,MSA,,,#-u& y-suff,_,,ابطئي,DONE,,
342,365,#MORPH,[CVBuff],Buffer,u&,u&/STEM,MSA,,,#-u& else,_,,ابطؤ ابطؤن,DONE,,
343,366,MORPH,[CVBuff],Buffer,A',A'/STEM,MSA,,,#-A' A-suff,_,,استاءا,DONE,,
344,367,MORPH,[CVBuff],Buffer,a>,a>/STEM,MSA,,,#-A' c-suff||z-suff,_,,استأ استأن,DONE,,
345,368,MORPH,[CVBuff],Buffer,A},A}/STEM,MSA,,,#-A' w-suff||y-suff,_,,استائي استائوا,DONE,,
346,367,MORPH,[CVBuff],Buffer,a>,a>/STEM,MSA,,,#-A' else,_,,استأ استأن,DONE,,
347,369,MORPH,[CVBuff],Buffer,i},i}/STEM,MSA,,,#-iy' c-suff||z-suff,_,,جِئ، جئن,DONE,,
348,370,MORPH,[CVBuff],Buffer,iy},iy}/STEM,MSA,,,#-iy' else,_,,جيئا جيئي جيئوا,DONE,,
349,371,MORPH,[CVBuff],Buffer,uw',uw'/STEM,MSA,,,#-uw' A-suff,_,,نوءا,DONE,,
350,372,MORPH,[CVBuff],Buffer,u&,u&/STEM,MSA,,,#-uw' c-suff||z-suff,_,,نؤ، نؤن,DONE,,
351,373,MORPH,[CVBuff],Buffer,uw},uw}/STEM,MSA,,,#-uw' w-suff||y-suff,_,,نوئي نوئوا,DONE,,
352,372,MORPH,[CVBuff],Buffer,u&,u&/STEM,MSA,,,#-uw' else,_,,نؤ، نؤن,DONE,,
353,354,MORPH,[CVBuff],Buffer,},}/STEM,MSA,,,#-}iy y-suff,_,,,DONE,,
354,354,MORPH,[CVBuff],Buffer,&,}/STEM,MSA,,,#-}iy w-suff,_,,,DONE,,
355,355,MORPH,[CVBuff],Buffer,}i,}i/STEM,MSA,,,#-}iy z-suff,_,,,DONE,,
356,356,MORPH,[CVBuff],Buffer,}iy,}iy/STEM,MSA,,,#-}iy A-suff||c-suff,_,,,DONE,,
357,356,MORPH,[CVBuff],Buffer,}iy,}iy/STEM,MSA,,,#-}iy else,_,,,DONE,,
358,374,MORPH,[CVBuff],Buffer,_,_,MSA,,,else,_,,جيئا جيئي جيئوا,DONE,,
359,375,#,Command Verb Suffixes,,,,,,,,,,,,,
360,378,MORPH,[CVSuff],CVSuff.2MS,_,(null)/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,#-aA||#-uw||#-aY !enc0:2*,z-suff,_,احيَ,DONE,,
361,379,MORPH,[CVSuff],CVSuff.2MS,_,(null)/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,#-iy||#-}iy !enc0:2*,z-suff #^i,_,امضِ,DONE,,
362,377,MORPH,[CVSuff],CVSuff.2MS,a,a/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,gem !enc0:2*,v-suff,a,مدَّ,DONE,,
363,376,MORPH,[CVSuff],CVSuff.2MS,o,o/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,else !enc0:2*,c-suff,o,اكتبْ,DONE,,
364,381,MORPH,[CVSuff],CVSuff.2D,A,A/CVSUFF_SUBJ:2D,MSA,[du.],asp:c per:2 gen:u num:d mod:i,else !enc0:2*,v-suff A-suff,A,اكتبا,DONE,,
365,382,MORPH,[CVSuff],CVSuff.2D,_,(null)/CVSUFF_SUBJ:2D,MSA,[du.],asp:c per:2 gen:u num:d mod:i,#-a> !enc0:2*,z-suff,_,اقرآ,DONE,,
366,383,MORPH,[CVSuff],CVSuff.2MP,uwA,uwA/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,else else !enc0:2*,v-suff w-suff,uwA,اكتبوا,DONE,,
367,384,MORPH,[CVSuff],CVSuff.2MP,uw,uw/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,else enc0 !enc0:2*,v-suff w-suff,uwA,اكتبوها,DONE,,
368,385,MORPH,[CVSuff],CVSuff.2MP,awA,awA/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,#-aA||#-aY||#->ay else !enc0:2*,v-suff w-suff a-suff,awA,اصحَوا,DONE,,
369,386,MORPH,[CVSuff],CVSuff.2MP,aw,aw/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,#-aA||#-aY||#->ay enc0 !enc0:2*,v-suff w-suff a-suff,awA,اصحَوها,DONE,,
370,389,MORPH,[CVSuff],CVSuff.2FS,iy,iy/CVSUFF_SUBJ:2FS,MSA,[fem.sg.],asp:c per:2 gen:f num:s mod:i,else !enc0:2*,v-suff y-suff #^iy,iy,اكتبي,DONE,,
371,390,MORPH,[CVSuff],CVSuff.2FS,o,o/CVSUFF_SUBJ:2FS,MSA,[fem.sg.],asp:c per:2 gen:f num:s mod:i,#-aY||#-aA||#->ay !enc0:2*,c-suff #^iy,ay,اصحَي,DONE,,
372,392,MORPH,[CVSuff],CVSuff.2FP,na,na/CVSUFF_SUBJ:2FP,MSA,[fem.pl.],asp:c per:2 gen:f num:p mod:i,else !enc0:2*,c-suff,na,اكتبن,DONE,,
373,393,MORPH,[CVSuff],CVSuff.2FP,~a,~a/CVSUFF_SUBJ:2FP,MSA,[fem.pl.],asp:c per:2 gen:f num:p mod:i,#n !enc0:2*,c-suff,~a,اسكنَّ,DONE,,
374,394,#,Command Verb Suffixes - Energetic Mood (treating the heavy and light nun tawkid as free variants),,,,,,,,,,,,,
375,396,MORPH,[CVSuff.E],CVSuff.2MS,ano,ano/CVSUFF_SUBJ:2MS_MOOD:E,CA,[masc.sg.],asp:c per:2 gen:m num:s mod:e,!enc0:2*,v-suff a-suff,ano,اكتبَنْ,DONE,,
376,400,MORPH,[CVSuff.E],CVSuff.2MP,uno,uno/CVSUFF_SUBJ:2MP_MOOD:E,CA,[masc.pl.],asp:c per:2 gen:m num:p mod:e,else !enc0:2*,v-suff w-suff u-suff,uno,اكتبُنْ,DONE,,
377,401,MORPH,[CVSuff.E],CVSuff.2MP,awuno,awuno/CVSUFF_SUBJ:2MP_MOOD:E,CA,[masc.pl.],asp:c per:2 gen:m num:p mod:e,#-aY||#-aA !enc0:2*,v-suff w-suff a-suff,awuno,اصحَوُنْ,DONE,,
378,406,MORPH,[CVSuff.E],CVSuff.2FS,ino,ino/CVSUFF_SUBJ:2FS_MOOD:E,CA,[fem.sg.],asp:c per:2 gen:f num:s mod:e,else !enc0:2*,v-suff y-suff i-suff,ino,اكتبِنْ,DONE,,
379,407,MORPH,[CVSuff.E],CVSuff.2FS,ayino,ayino/CVSUFF_SUBJ:2FS_MOOD:E,CA,[fem.sg.],asp:c per:2 gen:f num:s mod:e,#-aY||#-aA !enc0:2*,v-suff y-suff a-suff,ayino,اصحَيِنْ,DONE,,
380,409,MORPH,[CVSuff.E],CVSuff.2FP,nAn~i,nAn~i/CVSUFF_SUBJ:2FP_MOOD:E,CA,[fem.pl.],asp:c per:2 gen:f num:p mod:e,else !enc0:2*,c-suff #^i,nAn~i,اكتبنانِّ,DONE,,
381,410,MORPH,[CVSuff.E],CVSuff.2FP,~An~i,~An~i/CVSUFF_SUBJ:2FP_MOOD:E,CA,[fem.pl.],asp:c per:2 gen:f num:p mod:e,#n !enc0:2*,c-suff #^i,~An~i,اسكنَّانِّ,DONE,,
382,411,MORPH,[CVSuff.E],CVSuff.2D,An~i,An~i/CVSUFF_SUBJ:2D_MOOD:E,CA,[du.],asp:c per:2 gen:u num:d mod:e,else !enc0:2*,v-suff A-suff #^i,An~i,اكتبانِّ,DONE,,
383,412,MORPH,[CVSuff.E],CVSuff.2D,n~i,n~i/CVSUFF_SUBJ:2D_MOOD:E,CA,[du.],asp:c per:2 gen:u num:d mod:e,#-a> !enc0:2*,A-suff #^i,n~i,اقرآنِّ,DONE,,
384,394,#,Command Verb Suffixes - Extra Energetic Mood (treating the heavy and light nun tawkid as free variants),,,,,,,,,,,,,
385,395,MORPH,[CVSuff.X],CVSuff.2MS,an~a,an~a/CVSUFF_SUBJ:2MS_MOOD:X,CA,[masc.sg.],asp:c per:2 gen:m num:s mod:x,!enc0:2*,v-suff,an~a,اكتبَنَّ,DONE,,
386,397,MORPH,[CVSuff.X],CVSuff.2MP,un~a,un~a/CVSUFF_SUBJ:2MP_MOOD:X,CA,[masc.pl.],asp:c per:2 gen:m num:p mod:x,else !enc0:2*,v-suff w-suff,un~a,اكتبُنَّ,DONE,,
387,398,MORPH,[CVSuff.X],CVSuff.2MP,awun~a,awun~a/CVSUFF_SUBJ:2MP_MOOD:X,CA,[masc.pl.],asp:c per:2 gen:m num:p mod:x,#-aY||#-aA||#->ay !enc0:2*,v-suff w-suff,awun~a,اصحَوُنَّ,DONE,,
388,403,MORPH,[CVSuff.X],CVSuff.2FS,in~a,in~a/CVSUFF_SUBJ:2FS_MOOD:X,CA,[fem.sg.],asp:c per:2 gen:f num:s mod:x,else !enc0:2*,v-suff y-suff,in~a,اكتبِنَّ,DONE,,
389,404,MORPH,[CVSuff.X],CVSuff.2FS,ayin~a,ayin~a/CVSUFF_SUBJ:2FS_MOOD:X,CA,[fem.sg.],asp:c per:2 gen:f num:s mod:x,#-aY||#-aA||#->ay !enc0:2*,v-suff y-suff,ayin~a,اصحَيِنَّ,DONE,,
390,409,MORPH,[CVSuff.X],CVSuff.2FP,nAn~i,nAn~i/CVSUFF_SUBJ:2FP_MOOD:X,CA,[fem.pl.],asp:c per:2 gen:f num:p mod:x,else !enc0:2*,c-suff #^i,nAn~i,اكتبنانِّ,DONE,,
391,410,MORPH,[CVSuff.X],CVSuff.2FP,~An~i,~An~i/CVSUFF_SUBJ:2FP_MOOD:X,CA,[fem.pl.],asp:c per:2 gen:f num:p mod:x,#n !enc0:2*,c-suff #^i,~An~i,اسكنَّانِّ,DONE,,
392,411,MORPH,[CVSuff.X],CVSuff.2D,An~i,An~i/CVSUFF_SUBJ:2D_MOOD:X,CA,[du.],asp:c per:2 gen:u num:d mod:x,else !enc0:2*,v-suff A-suff #^i,An~i,اكتبانِّ,DONE,,
393,412,MORPH,[CVSuff.X],CVSuff.2D,n~i,n~i/CVSUFF_SUBJ:2D_MOOD:X,CA,[du.],asp:c per:2 gen:u num:d mod:x,#-a> !enc0:2*,A-suff #^i,n~i,اقرآنِّ,DONE,,
394,413,#,Pronomonial clitics,,,,,,,,,,,,,
395,414,MORPH,[PRON],_,_,_,MSA,_,enc0:0,_,_,_,,DONE,,
396,415,#MORPH,[PRON] ,niy/PRON.1S,niy,niy/XVSUFF_DO:1S,MSA,me,enc0:1s_dobj,trans,enc0 enc0:1* enc0#^i,_+niy,يكتبني,DONE,,
397,416,#MORPH,[PRON] ,nA/PRON.1P,nA,nA/XVSUFF_DO:1P,MSA,us,enc0:1p_dobj,trans,enc0 enc0:1*,_+nA,يكتبنا,DONE,,
398,417,#MORPH,[PRON] ,kum/PRON.2MP,kum ,kum/XVSUFF_DO:2MP,MSA,you [masc.pl],enc0:2mp_dobj,trans,enc0 enc0:2*,_+kum ,يكتبكم,DONE,,
399,418,#MORPH,[PRON] ,kum/PRON.2MP,kumuw,kum/XVSUFF_DO:2MP,MSA,you [masc.pl],enc0:2mp_dobj,trans ditrans enc1,enc0 enc0:2*,_+kum ,اسقيكموها,DONE,,
400,419,#MORPH,[PRON] ,ki/PRON.2FS,ki,ki/XVSUFF_DO:2FS,MSA,you [fem.sg.],enc0:2fs_dobj,trans,enc0 enc0:2* enc0#^i,_+ki,يكتبك,DONE,,
401,420,#MORPH,[PRON] ,kumA/PRON.2D,kumA,kumA/XVSUFF_DO:2D,MSA,you [du],enc0:2d_dobj,trans,enc0 enc0:2*,_+kumA,يكتبكما,DONE,,
402,421,#MORPH,[PRON] ,ka/PRON.2MS,ka,ka/XVSUFF_DO:2MS,MSA,you [masc.sg],enc0:2ms_dobj,trans,enc0 enc0:2*,_+ka,يكتبك,DONE,,
403,422,#MORPH,[PRON] ,kun~a/PRON.2FP,kun~a,kun~a/XVSUFF_DO:2FP,MSA,you [fem.pl],enc0:2fp_dobj,trans,enc0 enc0:2*,_+kun~a,يكتبكن,DONE,,
404,423,MORPH,[PRON] ,hu/PRON.3MS,hu,hu/XVSUFF_DO:3MS,MSA,him,enc0:3ms_dobj,trans else,enc0,_+hu,يكتبه,DONE,,
405,424,MORPH,[PRON] ,hu/PRON.3MS,hi,hu/XVSUFF_DO:3MS,MSA,him,enc0:3ms_dobj,trans #^i||#^iy,enc0 enc0#^i,_+hu,تكتبيه,DONE,,
406,425,#MORPH,[PRON] ,hA/PRON.3FS,hA,hA/XVSUFF_DO:3FS,MSA,her,enc0:3fs_dobj,trans,enc0,_+hA,يكتبها,DONE,,
407,426,#MORPH,[PRON] ,humA/PRON.3D,humA,humA/XVSUFF_DO:3D,MSA,them [du],enc0:3d_dobj,trans else,enc0,_+humA,يكتبهما,DONE,,
408,427,#MORPH,[PRON] ,humA/PRON.3D,himA,humA/XVSUFF_DO:3D,MSA,them [du],enc0:3d_dobj,trans #^i||#^iy,enc0,_+humA,تكتبيهما,DONE,,
409,428,#MORPH,[PRON] ,hum/PRON.3MP,hum ,hum/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans else,enc0,_+hum ,يكتبهم,DONE,,
410,429,#MORPH,[PRON] ,hum/PRON.3MP,him ,hum/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans #^i||#^iy,enc0,_+hum ,تكتبيهم,DONE,,
411,430,#MORPH,[PRON] ,hum/PRON.3MP,humuw,hum/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans ditrans else,enc0,_+hum ,اسقتهموك,DONE,,
412,431,#MORPH,[PRON] ,hum/PRON.3MP,himuw,hum/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans ditrans #^i||#^iy,enc0,_+hum ,تسقيهموك,DONE,,
413,432,#MORPH,[PRON] ,hun~a/PRON.3FP,hun~a,hun~a/XVSUFF_DO:3FP,MSA,them [fem.pl],enc0:3fp_dobj,trans else,enc0,_+hun~a,يكتبهن,DONE,,
414,433,#MORPH,[PRON] ,hun~a/PRON.3FP,hin~a,hun~a/XVSUFF_DO:3FP,MSA,them [fem.pl],enc0:3fp_dobj,trans #^i||#^iy,enc0,_+hun~a,تكتبيهن,DONE,,
415,434,,,,,,,,,,,,,,,
416,435,#,Second Pronomonial clitics,,conditios: verb must be ditransitive; Enc0 must be filled; 1st and 2nd person cannot repeat; harmony sentsitive to first pron:  AaETi+niy+him,,,,,,,,,,,
417,436,#MORPH,[PRON2],_,_,_,CA,_,enc1:0,_,_,_,,DONE,,
418,437,#MORPH,[PRON2],niy/PRON.1S,niy,niy/XVSUFF_DO:1S,CA,me,enc1:1s_dobj,ditrans enc0 !enc0:1*,enc1 enc1:1*,_+niy,يكتبني,DONE,,
419,438,#MORPH,[PRON2],nA/PRON.1P,nA,nA/XVSUFF_DO:1P,CA,us,enc1:1p_dobj,ditrans enc0 !enc0:1*,enc1 enc1:1*,_+nA,يكتبنا,DONE,,
420,439,#MORPH,[PRON2],kum/PRON.2MP,kum ,kum/XVSUFF_DO:2MP,CA,you [masc.pl],enc1:2mp_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+kum ,يكتبكم,DONE,,
421,440,#MORPH,[PRON2],ki/PRON.2FS,ki,ki/XVSUFF_DO:2FS,CA,you [fem.sg.],enc1:2fs_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+ki,يكتبك,DONE,,
422,441,#MORPH,[PRON2],kumA/PRON.2D,kumA,kumA/XVSUFF_DO:2D,CA,you [du],enc1:2d_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+kumA,يكتبكما,DONE,,
423,442,#MORPH,[PRON2],ka/PRON.2MS,ka,ka/XVSUFF_DO:2MS,CA,you [masc.sg],enc1:2ms_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+ka,يكتبك,DONE,,
424,443,#MORPH,[PRON2],kun~a/PRON.2FP,kun~a,kun~a/XVSUFF_DO:2FP,CA,you [fem.pl],enc1:2fp_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+kun~a,يكتبكن,DONE,,
425,444,#MORPH,[PRON2],hu/PRON.3MS,hu,hu/XVSUFF_DO:3MS,CA,him,enc1:3ms_dobj,ditrans enc0 else,enc1,_+hu,يكتبه,DONE,,
426,445,#MORPH,[PRON2],hu/PRON.3MS,hi,hu/XVSUFF_DO:3MS,CA,him,enc1:3ms_dobj,ditrans enc0 enc0#^i,enc1,_+hu,تكتبيه,DONE,,
427,446,#MORPH,[PRON2],hA/PRON.3FS,hA,hA/XVSUFF_DO:3FS,CA,her,enc1:3fs_dobj,ditrans enc0,enc1,_+hA,يكتبها,DONE,,
428,447,#MORPH,[PRON2],humA/PRON.3D,humA,humA/XVSUFF_DO:3D,CA,them [du],enc1:3d_dobj,ditrans enc0 else,enc1,_+humA,يكتبهما,DONE,,
429,448,#MORPH,[PRON2],humA/PRON.3D,himA,humA/XVSUFF_DO:3D,CA,them [du],enc1:3d_dobj,ditrans enc0 enc0#^i,enc1,_+humA,تكتبيهما,DONE,,
430,449,#MORPH,[PRON2],hum/PRON.3MP,hum ,hum/XVSUFF_DO:3MP,CA,them [masc.pl],enc1:3mp_dobj,ditrans enc0 else,enc1,_+hum ,يكتبهم,DONE,,
431,450,#MORPH,[PRON2],hum/PRON.3MP,him ,hum/XVSUFF_DO:3MP,CA,them [masc.pl],enc1:3mp_dobj,ditrans enc0 enc0#^i,enc1,_+hum ,تكتبيهم,DONE,,
432,451,#MORPH,[PRON2],hun~a/PRON.3FP,hun~a,hun~a/XVSUFF_DO:3FP,CA,them [fem.pl],enc1:3fp_dobj,ditrans enc0 else,enc1,_+hun~a,يكتبهن,DONE,,
433,452,#MORPH,[PRON2],hun~a/PRON.3FP,hin~a,hun~a/XVSUFF_DO:3FP,CA,them [fem.pl],enc1:3fp_dobj,ditrans enc0 enc0#^i,enc1,_+hun~a,تكتبيهن,DONE,,
434,453,,,,,,,,,,,,,,,
