,ID,EXCLUDE,DEFINE,CLASS,FUNC,FORM,BW,VARIANT,GLOSS,FEAT,COND-T,COND-S,D3,EXAMPLE-ENC,EXAMPLE-SUFF,EXAMPLE-BUFF,EXAMPLE-STEM,COMMENTS
302,290,,MORPH,[IVSuff.E.3MP],IVSuff.3MP,awuno,awuno/IVSUFF_SUBJ:3MP_MOOD:E,MSA||CA,[masc.pl.],asp:i per:3 gen:m num:p mod:e,#-aY||#-aA||#->ay,w-suff,awuno,,,,يروُنْ,L
303,291,,MORPH,[IVSuff.E.3MS],IVSuff.3MS,ano,ano/IVSUFF_SUBJ:3MS_MOOD:E,MSA||CA,[masc.sg.],asp:i per:3 gen:m num:s mod:e,_,v-suff,ano,,,,يكتبَنْ يريَنْ,L
304,Imperfective Verb Suffixes - Extra Energetic Mood,,,,,,,,,,,,,,,,,
305,292,,MORPH,[IVSuff.X.1P],IVSuff.1P,an~a,an~a/IVSUFF_SUBJ:1P_MOOD:X,MSA||CA,[pl.],asp:i per:1 gen:u num:p mod:x,_,v-suff,an~a,,,,نكتبَنَّ نريَنَّ,H
306,293,,MORPH,[IVSuff.X.1S],IVSuff.1S,an~a,an~a/IVSUFF_SUBJ:1S_MOOD:X,MSA||CA,[sg.],asp:i per:1 gen:u num:s mod:x,_,v-suff,an~a,,,,أكتبَنَّ أرينَّ,H
307,294,,MORPH,[IVSuff.X.2D],IVSuff.2D,An~i,An~i/IVSUFF_SUBJ:2D_MOOD:X,MSA||CA,[du.],asp:i per:2 gen:u num:d mod:x,else,v-suff A-suff #^i,An~i,,,,تكتبانِّ,HL
308,295,,MORPH,[IVSuff.X.2D],IVSuff.2D,n~i,n~i/IVSUFF_SUBJ:2D_MOOD:X,MSA||CA,[du.],asp:i per:2 gen:u num:d mod:x,#-a>,v-suff A-suff #^i,n~i,,,,تقرآنِّ,HL
309,296,,MORPH,[IVSuff.X.2FP],IVSuff.2FP,nAn~i,nAn~i/IVSUFF_SUBJ:2FP_MOOD:X,MSA||CA,[fem.pl.],asp:i per:2 gen:f num:p mod:x,else,c-suff #^i,nAn~i,,,,تكتبنان,HL
310,297,,MORPH,[IVSuff.X.2FP],IVSuff.2FP,~An~i,~An~i/IVSUFF_SUBJ:2FP_MOOD:X,MSA||CA,[fem.pl.],asp:i per:2 gen:f num:p mod:x,#n,c-suff #^i,~An~i,,,,تسكنّان,HL
311,298,,MORPH,[IVSuff.X.2FS],IVSuff.2FS,in~a,in~a/IVSUFF_SUBJ:2FS_MOOD:X,MSA||CA,[fem.sg.],asp:i per:2 gen:f num:s mod:x,else,v-suff y-suff,in~a,,,,تكتبِنَّ,H
312,299,,MORPH,[IVSuff.X.2FS],IVSuff.2FS,ayin~a,ayin~a/IVSUFF_SUBJ:2FS_MOOD:X,MSA||CA,[fem.sg.],asp:i per:2 gen:f num:s mod:x,#-aY||#-aA||#->ay,y-suff,ayin~a,,,,تريِنَّ,H
313,300,,MORPH,[IVSuff.X.2MP],IVSuff.2MP,un~a,un~a/IVSUFF_SUBJ:2MP_MOOD:X,MSA||CA,[masc.pl.],asp:i per:2 gen:m num:p mod:x,else,v-suff w-suff,un~a,,,,تكتبُنَّ,H
314,301,,MORPH,[IVSuff.X.2MP],IVSuff.2MP,awun~a,awun~a/IVSUFF_SUBJ:2MP_MOOD:X,MSA||CA,[masc.pl.],asp:i per:2 gen:m num:p mod:x,#-aY||#-aA||#->ay,w-suff,awun~a,,,,تروُنَّ,H
315,302,,MORPH,[IVSuff.X.2MS],IVSuff.2MS,an~a,an~a/IVSUFF_SUBJ:2MS_MOOD:X,MSA||CA,[masc.sg.],asp:i per:2 gen:m num:s mod:x,_,v-suff,an~a,,,,تكتبَنَّ تريَنَّ,H
316,303,,MORPH,[IVSuff.X.3FD],IVSuff.3FD,An~i,An~i/IVSUFF_SUBJ:3FD_MOOD:X,MSA||CA,[fem.du.],asp:i per:3 gen:f num:d mod:x,else,v-suff A-suff #^i,An~i,,,,تكتبانِّ,HL
317,304,,MORPH,[IVSuff.X.3FD],IVSuff.3FD,n~i,n~i/IVSUFF_SUBJ:3FD_MOOD:X,MSA||CA,[fem.du.],asp:i per:3 gen:f num:d mod:x,#-a>,v-suff A-suff #^i,n~i,,,,تقرآنِّ,HL
318,305,,MORPH,[IVSuff.X.3FP],IVSuff.3FP,nAn~i,nAn~i/IVSUFF_SUBJ:3FP_MOOD:X,MSA||CA,[fem.pl.],asp:i per:3 gen:f num:p mod:x,else,c-suff #^i,nAn~i,,,,يكتبنان,HL
319,306,,MORPH,[IVSuff.X.3FP],IVSuff.3FP,~An~i,~An~i/IVSUFF_SUBJ:3FP_MOOD:X,MSA||CA,[fem.pl.],asp:i per:3 gen:f num:p mod:x,#n,c-suff #^i,~An~i,,,,يسكنّان,HL
320,307,,MORPH,[IVSuff.X.3FS],IVSuff.3FS,an~a,an~a/IVSUFF_SUBJ:3FS_MOOD:X,MSA||CA,[fem.sg.],asp:i per:3 gen:f num:s mod:x,_,v-suff,an~a,,,,تكتبَنَّ تريَنَّ,H
321,308,,MORPH,[IVSuff.X.3MD],IVSuff.3MD,An~i,An~i/IVSUFF_SUBJ:3MD_MOOD:X,MSA||CA,[masc.du.],asp:i per:3 gen:m num:d mod:x,else,v-suff A-suff #^i,An~i,,,,يكتبانِّ,HL
322,309,,MORPH,[IVSuff.X.3MD],IVSuff.3MD,n~i,n~i/IVSUFF_SUBJ:3MD_MOOD:X,MSA||CA,[masc.du.],asp:i per:3 gen:m num:d mod:x,#-a>,v-suff A-suff #^i,n~i,,,,يقرآنِّ,HL
323,310,,MORPH,[IVSuff.X.3MP],IVSuff.3MP,un~a,un~a/IVSUFF_SUBJ:3MP_MOOD:X,MSA||CA,[masc.pl.],asp:i per:3 gen:m num:p mod:x,else,v-suff w-suff,un~a,,,,يكتبُنَّ,H
324,311,,MORPH,[IVSuff.X.3MP],IVSuff.3MP,awun~a,awun~a/IVSUFF_SUBJ:3MP_MOOD:X,MSA||CA,[masc.pl.],asp:i per:3 gen:m num:p mod:x,#-aY||#-aA||#->ay,w-suff,awun~a,,,,يروُنَّ,H
325,312,,MORPH,[IVSuff.X.3MS],IVSuff.3MS,an~a,an~a/IVSUFF_SUBJ:3MS_MOOD:X,MSA||CA,[masc.sg.],asp:i per:3 gen:m num:s mod:x,_,v-suff,an~a,,,,يكتبَنَّ يريَنَّ,H
326,Command Verb Post-Stem Buffers,,,,,,,,,,,,,,,,,
327,313,,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-aA w-suff||y-suff,_,,,,,احيوا احيي,
328,314,,MORPH,[CVBuff],Buffer,a,a/STEM,MSA,,,#-aA z-suff,_,,,,,احيَ,
329,315,,MORPH,[CVBuff],Buffer,ay,ay/STEM,MSA,,,#-aA else,_,,,,,احيين احييا,
330,316,,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-aY w-suff||y-suff,_,,,,,اصحوا اصحي,
331,317,,MORPH,[CVBuff],Buffer,a,a/STEM,MSA,,,#-aY z-suff,_,,,,,اصح,
332,318,,MORPH,[CVBuff],Buffer,ay,ay/STEM,MSA,,,#-aY else,_,,,,,اصحين اصحيا,
333,319,,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-iy w-suff||y-suff,_,,,,,ارموا,
334,320,,MORPH,[CVBuff],Buffer,i,i/STEM,MSA,,,#-iy c-suff||z-suff,_,,,,,ارمِ,
335,321,,MORPH,[CVBuff],Buffer,iy,iy/STEM,MSA,,,#-iy else,_,,,,,ارمين,
336,322,,MORPH,[CVBuff],Buffer,_,_/STEM,MSA,,,#-uw w-suff||y-suff,_,,,,,ادعوا,
337,323,,MORPH,[CVBuff],Buffer,u,u/STEM,MSA,,,#-uw z-suff,_,,,,,ادعُ,
338,324,,MORPH,[CVBuff],Buffer,uw,uw/STEM,MSA,,,#-uw else,_,,,,,ادعون,
339,325,,MORPH,[CVBuff],Buffer,a>,a>/STEM,MSA,,,#-a> else,_,,,,,اقرأ,
340,326,,MORPH,[CVBuff],Buffer,a|,a|/STEM,MSA,,,#-a> A-suff,_,,,,,اقرآ,
341,327,,MORPH,[CVBuff],Buffer,a&,a&/STEM,MSA,,,#-a> w-suff,_,,,,,اقرؤوا,
342,328,,MORPH,[CVBuff],Buffer,a},a}/STEM,MSA,,,#-a> y-suff,_,,,,,اقرئي,
343,331,,MORPH,[CVBuff],Buffer,A',A'/STEM,MSA,,,#-A' A-suff,_,,,,,استاءا,
344,332,,MORPH,[CVBuff],Buffer,a>,a>/STEM,MSA,,,#-A' c-suff||z-suff,_,,,,,استأ استأن,
345,333,,MORPH,[CVBuff],Buffer,A},A}/STEM,MSA,,,#-A' w-suff||y-suff,_,,,,,استائي استائوا,
346,334,,MORPH,[CVBuff],Buffer,a>,a>/STEM,MSA,,,#-A' else,_,,,,,استأ استأن,
347,335,,MORPH,[CVBuff],Buffer,i},i}/STEM,MSA,,,#-iy' c-suff||z-suff,_,,,,,جِئ، جئن,
348,336,,MORPH,[CVBuff],Buffer,iy},iy}/STEM,MSA,,,#-iy' else,_,,,,,جيئا جيئي جيئوا,
349,337,,MORPH,[CVBuff],Buffer,uw',uw'/STEM,MSA,,,#-uw' A-suff,_,,,,,نوءا,
350,338,,MORPH,[CVBuff],Buffer,u&,u&/STEM,MSA,,,#-uw' c-suff||z-suff,_,,,,,نؤ، نؤن,
351,339,,MORPH,[CVBuff],Buffer,uw},uw}/STEM,MSA,,,#-uw' w-suff||y-suff,_,,,,,نوئي نوئوا,
352,340,,MORPH,[CVBuff],Buffer,u&,u&/STEM,MSA,,,#-uw' else,_,,,,,نؤ، نؤن,
353,341,,MORPH,[CVBuff],Buffer,},}/STEM,MSA,,,#-}iy y-suff,_,,,,,,
354,342,,MORPH,[CVBuff],Buffer,&,&/STEM,MSA,,,#-}iy w-suff,_,,,,,,
355,343,,MORPH,[CVBuff],Buffer,}i,}i/STEM,MSA,,,#-}iy z-suff,_,,,,,,
356,344,,MORPH,[CVBuff],Buffer,}iy,}iy/STEM,MSA,,,#-}iy A-suff||c-suff,_,,,,,,
357,345,,MORPH,[CVBuff],Buffer,}iy,}iy/STEM,MSA,,,#-}iy else,_,,,,,,
358,346,,MORPH,[CVBuff],Buffer,_,_,MSA,,,else,_,,,,,جيئا جيئي جيئوا,
359,Command Verb Suffixes - Indicative Mood,,,,,,,,,,,,,,,,,
360,347,,MORPH,[CVSuff],CVSuff.2MS,_,(null)/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,#-aA||#-uw||#-aY !enc0:2*,z-suff,_,,,,احيَ,
361,348,,MORPH,[CVSuff],CVSuff.2MS,_,(null)/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,#-iy||#-}iy !enc0:2*,z-suff #^i,_,,,,امضِ,
362,349,,MORPH,[CVSuff],CVSuff.2MS,a,a/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,gem !enc0:2*,v-suff,a,,,,مدَّ,
363,350,,MORPH,[CVSuff],CVSuff.2MS,o,o/CVSUFF_SUBJ:2MS,MSA,[masc.sg.],asp:c per:2 gen:m num:s mod:i,else !enc0:2*,c-suff,o,,,,اكتبْ,
364,351,,MORPH,[CVSuff],CVSuff.2D,A,A/CVSUFF_SUBJ:2D,MSA,[du.],asp:c per:2 gen:u num:d mod:i,else !enc0:2*,v-suff A-suff,A,,,,اكتبا,
365,352,,MORPH,[CVSuff],CVSuff.2D,_,(null)/CVSUFF_SUBJ:2D,MSA,[du.],asp:c per:2 gen:u num:d mod:i,#-a> !enc0:2*,z-suff,_,,,,اقرآ,
366,353,,MORPH,[CVSuff],CVSuff.2MP,uwA,uwA/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,else else !enc0:2*,v-suff w-suff,uwA,,,,اكتبوا,
367,354,,MORPH,[CVSuff],CVSuff.2MP,uw,uw/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,else enc0 !enc0:2*,v-suff w-suff,uwA,,,,اكتبوها,
368,355,,MORPH,[CVSuff],CVSuff.2MP,awA,awA/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,#-aA||#-aY else !enc0:2*,v-suff w-suff a-suff,awA,,,,اصحَوا,
369,356,,MORPH,[CVSuff],CVSuff.2MP,aw,aw/CVSUFF_SUBJ:2MP,MSA,[masc.pl.],asp:c per:2 gen:m num:p mod:i,#-aA||#-aY enc0 !enc0:2*,v-suff w-suff a-suff,awA,,,,اصحَوها,
370,357,,MORPH,[CVSuff],CVSuff.2FS,iy,iy/CVSUFF_SUBJ:2FS,MSA,[fem.sg.],asp:c per:2 gen:f num:s mod:i,else !enc0:2*,v-suff y-suff #^iy,iy,,,,اكتبي,
371,358,,MORPH,[CVSuff],CVSuff.2FS,o,o/CVSUFF_SUBJ:2FS,MSA,[fem.sg.],asp:c per:2 gen:f num:s mod:i,#-aY||#-aA !enc0:2*,c-suff #^iy,ay,,,,اصحَي,
372,359,,MORPH,[CVSuff],CVSuff.2FP,na,na/CVSUFF_SUBJ:2FP,MSA,[fem.pl.],asp:c per:2 gen:f num:p mod:i,else !enc0:2*,c-suff,na,,,,اكتبن,
373,360,,MORPH,[CVSuff],CVSuff.2FP,~a,~a/CVSUFF_SUBJ:2FP,MSA,[fem.pl.],asp:c per:2 gen:f num:p mod:i,#n !enc0:2*,c-suff,~a,,,,اسكنَّ,
374,Command Verb Suffixes - Energetic Mood,,,,,,,,,,,,,,,,,
375,361,,MORPH,[CVSuff.E],CVSuff.2MS,ano,ano/CVSUFF_SUBJ:2MS_MOOD:E,MSA||CA,[masc.sg.],asp:c per:2 gen:m num:s mod:e,!enc0:2*,v-suff a-suff,ano,,,,اكتبَنْ,
376,362,,MORPH,[CVSuff.E],CVSuff.2MP,uno,uno/CVSUFF_SUBJ:2MP_MOOD:E,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:e,else !enc0:2*,v-suff w-suff u-suff,uno,,,,اكتبُنْ,
377,363,,MORPH,[CVSuff.E],CVSuff.2MP,awuno,awuno/CVSUFF_SUBJ:2MP_MOOD:E,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:e,#-aY||#-aA !enc0:2*,v-suff w-suff a-suff,awuno,,,,اصحَوُنْ,
378,364,,MORPH,[CVSuff.E],CVSuff.2FS,ino,ino/CVSUFF_SUBJ:2FS_MOOD:E,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:e,else !enc0:2*,v-suff y-suff i-suff,ino,,,,اكتبِنْ,
379,365,,MORPH,[CVSuff.E],CVSuff.2FS,ayino,ayino/CVSUFF_SUBJ:2FS_MOOD:E,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:e,#-aY||#-aA !enc0:2*,v-suff y-suff a-suff,ayino,,,,اصحَيِنْ,
380,366,,MORPH,[CVSuff.E],CVSuff.2FP,nAn~i,nAn~i/CVSUFF_SUBJ:2FP_MOOD:E,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:e,else !enc0:2*,c-suff #^i,nAn~i,,,,اكتبنانِّ,
381,367,,MORPH,[CVSuff.E],CVSuff.2FP,~An~i,~An~i/CVSUFF_SUBJ:2FP_MOOD:E,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:e,#n !enc0:2*,c-suff #^i,~An~i,,,,اسكنَّانِّ,
382,368,,MORPH,[CVSuff.E],CVSuff.2D,An~i,An~i/CVSUFF_SUBJ:2D_MOOD:E,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:e,else !enc0:2*,v-suff A-suff #^i,An~i,,,,اكتبانِّ,
383,369,,MORPH,[CVSuff.E],CVSuff.2D,n~i,n~i/CVSUFF_SUBJ:2D_MOOD:E,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:e,#-a> !enc0:2*,A-suff #^i,n~i,,,,اقرآنِّ,
384,Command Verb Suffixes - Extra Energetic Mood,,,,,,,,,,,,,,,,,
385,370,,MORPH,[CVSuff.X],CVSuff.2MS,an~a,an~a/CVSUFF_SUBJ:2MS_MOOD:X,MSA||CA,[masc.sg.],asp:c per:2 gen:m num:s mod:x,!enc0:2*,v-suff,an~a,,,,اكتبَنَّ,
386,371,,MORPH,[CVSuff.X],CVSuff.2MP,un~a,un~a/CVSUFF_SUBJ:2MP_MOOD:X,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:x,else !enc0:2*,v-suff w-suff,un~a,,,,اكتبُنَّ,
387,372,,MORPH,[CVSuff.X],CVSuff.2MP,awun~a,awun~a/CVSUFF_SUBJ:2MP_MOOD:X,MSA||CA,[masc.pl.],asp:c per:2 gen:m num:p mod:x,#-aY||#-aA||#->ay !enc0:2*,v-suff w-suff,awun~a,,,,اصحَوُنَّ,
388,373,,MORPH,[CVSuff.X],CVSuff.2FS,in~a,in~a/CVSUFF_SUBJ:2FS_MOOD:X,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:x,else !enc0:2*,v-suff y-suff,in~a,,,,اكتبِنَّ,
389,374,,MORPH,[CVSuff.X],CVSuff.2FS,ayin~a,ayin~a/CVSUFF_SUBJ:2FS_MOOD:X,MSA||CA,[fem.sg.],asp:c per:2 gen:f num:s mod:x,#-aY||#-aA||#->ay !enc0:2*,v-suff y-suff,ayin~a,,,,اصحَيِنَّ,
390,375,,MORPH,[CVSuff.X],CVSuff.2FP,nAn~i,nAn~i/CVSUFF_SUBJ:2FP_MOOD:X,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:x,else !enc0:2*,c-suff #^i,nAn~i,,,,اكتبنانِّ,
391,376,,MORPH,[CVSuff.X],CVSuff.2FP,~An~i,~An~i/CVSUFF_SUBJ:2FP_MOOD:X,MSA||CA,[fem.pl.],asp:c per:2 gen:f num:p mod:x,#n !enc0:2*,c-suff #^i,~An~i,,,,اسكنَّانِّ,
392,377,,MORPH,[CVSuff.X],CVSuff.2D,An~i,An~i/CVSUFF_SUBJ:2D_MOOD:X,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:x,else !enc0:2*,v-suff A-suff #^i,An~i,,,,اكتبانِّ,
393,378,,MORPH,[CVSuff.X],CVSuff.2D,n~i,n~i/CVSUFF_SUBJ:2D_MOOD:X,MSA||CA,[du.],asp:c per:2 gen:u num:d mod:x,#-a> !enc0:2*,A-suff #^i,n~i,,,,اقرآنِّ,
394,Pronomonial Enclitics,,,,,,,,,,,,,,,,,
395,379,,MORPH,[PRON],_,_,_,MSA,_,enc0:0,_,_,_,,,,,
396,380,RED,MORPH,[PRON] ,niy/PRON.1S,niy,niy/XVSUFF_DO:1S,MSA,me,enc0:1s_dobj,trans||ditrans,enc0 enc0:1* enc0#^i,_+niy,,,,يكتبني,
397,381,RED,MORPH,[PRON] ,nA/PRON.1P,nA,nA/XVSUFF_DO:1P,MSA,us,enc0:1p_dobj,trans||ditrans,enc0 enc0:1*,_+nA,,,,يكتبنا,
398,382,RED,MORPH,[PRON] ,kum/PRON.2MP,kum ,kum/XVSUFF_DO:2MP,MSA,you [masc.pl],enc0:2mp_dobj,trans||ditrans else else,enc0 enc0:2*,_+kum ,,,,يكتبكم,
399,383,RED,MORPH,[PRON] ,kum/PRON.2MP,kumuw,kumuw/XVSUFF_DO:2MP,MSA,you [masc.pl],enc0:2mp_dobj,ditrans enc1,enc0 enc0:2*,_+kum ,,,,اسقيكموها,
400,384,RED,MORPH,[PRON] ,ki/PRON.2FS,ki,ki/XVSUFF_DO:2FS,MSA,you [fem.sg.],enc0:2fs_dobj,trans||ditrans,enc0 enc0:2* enc0#^i,_+ki,,,,يكتبك,
401,385,RED,MORPH,[PRON] ,kumA/PRON.2D,kumA,kumA/XVSUFF_DO:2D,MSA,you [du],enc0:2d_dobj,trans||ditrans,enc0 enc0:2*,_+kumA,,,,يكتبكما,
402,386,RED,MORPH,[PRON] ,ka/PRON.2MS,ka,ka/XVSUFF_DO:2MS,MSA,you [masc.sg],enc0:2ms_dobj,trans||ditrans,enc0 enc0:2*,_+ka,,,,يكتبك,
403,387,RED,MORPH,[PRON] ,kun~a/PRON.2FP,kun~a,kun~a/XVSUFF_DO:2FP,MSA,you [fem.pl],enc0:2fp_dobj,trans||ditrans,enc0 enc0:2*,_+kun~a,,,,يكتبكن,
404,388,,MORPH,[PRON] ,hu/PRON.3MS,hu,hu/XVSUFF_DO:3MS,MSA,him,enc0:3ms_dobj,trans||ditrans else,enc0,_+hu,,,,يكتبه,
405,389,,MORPH,[PRON] ,hu/PRON.3MS,hi,hi/XVSUFF_DO:3MS,MSA,him,enc0:3ms_dobj,trans||ditrans #^i||#^iy,enc0 enc0#^i,_+hu,,,,تكتبيه,
406,390,RED,MORPH,[PRON] ,hA/PRON.3FS,hA,hA/XVSUFF_DO:3FS,MSA,her,enc0:3fs_dobj,trans||ditrans,enc0,_+hA,,,,يكتبها,
407,391,RED,MORPH,[PRON] ,humA/PRON.3D,humA,humA/XVSUFF_DO:3D,MSA,them [du],enc0:3d_dobj,trans||ditrans else,enc0,_+humA,,,,يكتبهما,
408,392,RED,MORPH,[PRON] ,humA/PRON.3D,himA,himA/XVSUFF_DO:3D,MSA,them [du],enc0:3d_dobj,trans||ditrans #^i||#^iy,enc0,_+humA,,,,تكتبيهما,
409,393,RED,MORPH,[PRON] ,hum/PRON.3MP,hum ,hum/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans||ditrans else else,enc0,_+hum ,,,,يكتبهم,
410,394,RED,MORPH,[PRON] ,hum/PRON.3MP,him ,him/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,trans||ditrans else #^i||#^iy,enc0,_+hum ,,,,تكتبيهم,
411,395,RED,MORPH,[PRON] ,hum/PRON.3MP,humuw,humuw/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,ditrans else,enc0,_+hum ,,,,اسقتهموك,
412,396,RED,MORPH,[PRON] ,hum/PRON.3MP,himuw,himuw/XVSUFF_DO:3MP,MSA,them [masc.pl],enc0:3mp_dobj,ditrans #^i||#^iy,enc0,_+hum ,,,,تسقيهموك,
413,397,RED,MORPH,[PRON] ,hun~a/PRON.3FP,hun~a,hun~a/XVSUFF_DO:3FP,MSA,them [fem.pl],enc0:3fp_dobj,trans||ditrans else,enc0,_+hun~a,,,,يكتبهن,
414,398,RED,MORPH,[PRON] ,hun~a/PRON.3FP,hin~a,hin~a/XVSUFF_DO:3FP,MSA,them [fem.pl],enc0:3fp_dobj,trans||ditrans #^i||#^iy,enc0,_+hun~a,,,,تكتبيهن,
415,Second Pronomonial Enclitics,,,,,,,,,,,,,,,,,
416,399,RED,MORPH,[PRON2],_,_,_,MSA||CA,_,enc1:0,_,_,_,,,,,
417,400,RED,MORPH,[PRON2],niy/PRON.1S,niy,niy/XVSUFF_DO:1S,MSA||CA,me,enc1:1s_dobj,ditrans enc0 !enc0:1*,enc1 enc1:1*,_+niy,,,,يكتبني,
418,401,RED,MORPH,[PRON2],nA/PRON.1P,nA,nA/XVSUFF_DO:1P,MSA||CA,us,enc1:1p_dobj,ditrans enc0 !enc0:1*,enc1 enc1:1*,_+nA,,,,يكتبنا,
419,402,RED,MORPH,[PRON2],kum/PRON.2MP,kum ,kum/XVSUFF_DO:2MP,MSA||CA,you [masc.pl],enc1:2mp_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+kum ,,,,يكتبكم,
420,403,RED,MORPH,[PRON2],ki/PRON.2FS,ki,ki/XVSUFF_DO:2FS,MSA||CA,you [fem.sg.],enc1:2fs_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+ki,,,,يكتبك,
421,404,RED,MORPH,[PRON2],kumA/PRON.2D,kumA,kumA/XVSUFF_DO:2D,MSA||CA,you [du],enc1:2d_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+kumA,,,,يكتبكما,
422,405,RED,MORPH,[PRON2],ka/PRON.2MS,ka,ka/XVSUFF_DO:2MS,MSA||CA,you [masc.sg],enc1:2ms_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+ka,,,,يكتبك,
423,406,RED,MORPH,[PRON2],kun~a/PRON.2FP,kun~a,kun~a/XVSUFF_DO:2FP,MSA||CA,you [fem.pl],enc1:2fp_dobj,ditrans enc0 !enc0:2*,enc1 enc1:2*,_+kun~a,,,,يكتبكن,
424,407,RED,MORPH,[PRON2],hu/PRON.3MS,hu,hu/XVSUFF_DO:3MS,MSA||CA,him,enc1:3ms_dobj,ditrans enc0 else,enc1,_+hu,,,,يكتبه,
425,408,RED,MORPH,[PRON2],hu/PRON.3MS,hi,hi/XVSUFF_DO:3MS,MSA||CA,him,enc1:3ms_dobj,ditrans enc0 enc0#^i,enc1,_+hu,,,,تكتبيه,
426,409,RED,MORPH,[PRON2],hA/PRON.3FS,hA,hA/XVSUFF_DO:3FS,MSA||CA,her,enc1:3fs_dobj,ditrans enc0,enc1,_+hA,,,,يكتبها,
427,410,RED,MORPH,[PRON2],humA/PRON.3D,humA,humA/XVSUFF_DO:3D,MSA||CA,them [du],enc1:3d_dobj,ditrans enc0 else,enc1,_+humA,,,,يكتبهما,
428,411,RED,MORPH,[PRON2],humA/PRON.3D,himA,himA/XVSUFF_DO:3D,MSA||CA,them [du],enc1:3d_dobj,ditrans enc0 enc0#^i,enc1,_+humA,,,,تكتبيهما,
429,412,RED,MORPH,[PRON2],hum/PRON.3MP,hum ,hum/XVSUFF_DO:3MP,MSA||CA,them [masc.pl],enc1:3mp_dobj,ditrans enc0 else,enc1,_+hum ,,,,يكتبهم,
430,413,RED,MORPH,[PRON2],hum/PRON.3MP,him ,him/XVSUFF_DO:3MP,MSA||CA,them [masc.pl],enc1:3mp_dobj,ditrans enc0 enc0#^i,enc1,_+hum ,,,,تكتبيهم,
431,414,RED,MORPH,[PRON2],hun~a/PRON.3FP,hun~a,hun~a/XVSUFF_DO:3FP,MSA||CA,them [fem.pl],enc1:3fp_dobj,ditrans enc0 else,enc1,_+hun~a,,,,يكتبهن,
432,415,RED,MORPH,[PRON2],hun~a/PRON.3FP,hin~a,hin~a/XVSUFF_DO:3FP,MSA||CA,them [fem.pl],enc1:3fp_dobj,ditrans enc0 enc0#^i,enc1,_+hun~a,,,,تكتبيهن,
