,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
5345,5346,1a2a3,l.j.j,c+nt.c+nt.2,1a2~-a,1a2~,LEXICON,[STEM-PV],laj~-a,laj~,PV,be_stubborn;persist,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
5346,5347,1a2a3,l.j.j,c+nt.c+nt.2,1a2~-a,1a2i3,LEXICON,[STEM-PV],laj~-a,lajij,PV,be_stubborn;persist,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
5347,5348,1a2a3,l.j.j,c+nt.c+nt.2,1a2~-a,1a2a3,LEXICON,[STEM-PV],laj~-a,lajaj,PV,be_stubborn;persist,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
5348,5349,1a2a3,l.j.j,c+nt.c+nt.2,1a2~-i,1a2~,LEXICON,[STEM-PV],laj~-i,laj~,PV,be_stubborn;persist,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
5349,5350,1a2a3,l.j.j,c+nt.c+nt.2,1a2~-i,1a2i3,LEXICON,[STEM-PV],laj~-i,lajij,PV,be_stubborn;persist,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
5350,5351,1a2a3,l.j.j,c+nt.c+nt.2,1a2~-i,1a2a3,LEXICON,[STEM-PV],laj~-i,lajaj,PV,be_stubborn;persist,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
5351,5352,1a2o3a4,l.j.l.j,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],lajolaj,lajolaj,PV,stammer;stutter,pos:verb asp:p vox:a mod:i,,trans,,
5352,5353,ta1a2o3a4,l.j.l.j,c+nt.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],talajolaj,talajolaj,PV,stammer;stutter,pos:verb asp:p vox:a mod:i,,trans,,
5353,5354,{i1ota2a3,l.j.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotajam,{ilotajam,PV,be_bridled;be_harnessed,pos:verb asp:p vox:a mod:i,,intrans,,
5354,5355,>a1o2a3,l.j.m,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>alojam,>alojam,PV,restrain;bridle,pos:verb asp:p vox:a mod:i,,trans,,
5355,5356,1a2~a3,l.j.m,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laj~am,laj~am,PV,restrain;bridle,pos:verb asp:p vox:a mod:i,,trans,,
5356,5357,1a2a3,l.j.m,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],lajam-u,lajam,PV,sew,pos:verb asp:p vox:a mod:i,,trans,,
5357,5358,1a2a3,l.j.n,c+nt.c+nt.n,1a2i3-a,1a2i3,LEXICON,[STEM-PV],lajin-a,lajin,PV,adhere;cling;stick,pos:verb asp:p vox:a mod:i,,#n trans,,
5358,5359,1a2a3,l.k.>,c+nt.c+nt.},1a2i3,1a2i3,LEXICON,[STEM-PV],laki},laki},PV,remain,pos:verb asp:p vox:a mod:i,,intrans,,
5359,5360,ta1a2~3,l.k.>,c+nt.c+nt.>,ta1a2~a3,ta1a2~,LEXICON,[STEM-PV],talak~a>,talak~,PV,be_slow;hesitate,pos:verb asp:p vox:a mod:i,,#-a> intrans,,
5360,5361,{i1ota2a3,l.k.k,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ilotak~,{ilotak~,PV,be_crowded,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
5361,5362,{i1ota2a3,l.k.k,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ilotak~,{ilotakak,PV,be_crowded,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
5362,5363,1A2a3,l.k.m,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],lAkam,lAkam,PV,have_a_fist_fight_with;box_with,pos:verb asp:p vox:a mod:i,,trans,,
5363,5364,1a2a3,l.k.m,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],lakam-u,lakam,PV,punch,pos:verb asp:p vox:a mod:i,,trans,,
5364,5365,1a2a3,l.k.n,c+nt.c+nt.n,1a2i3-a,1a2i3,LEXICON,[STEM-PV],lakin-a,lakin,PV,stammer,pos:verb asp:p vox:a mod:i,,#n trans,,
5365,5366,{i1ota2a3,l.m.E,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotamaE,{ilotamaE,PV,flash;glitter,pos:verb asp:p vox:a mod:i,,trans,,
5366,5367,>a1o2a3,l.m.E,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>alomaE,>alomaE,PV,wave;point_out,pos:verb asp:p vox:a mod:i,,trans,,
5367,5368,1a2~a3,l.m.E,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],lam~aE,lam~aE,PV,polish;make_shine,pos:verb asp:p vox:a mod:i,,trans,,
5368,5369,1a2a3,l.m.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],lamaE-a,lamaE,PV,shine;glitter,pos:verb asp:p vox:a mod:i,,trans,,
5369,5370,>a1o2a3,l.m.H,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>alomaH,>alomaH,PV,mention;refer,pos:verb asp:p vox:a mod:i,,trans,,
5370,5371,1a2~a3,l.m.H,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],lam~aH,lam~aH,PV,allude;refer,pos:verb asp:p vox:a mod:i,,trans,,
5371,5372,1A2a3,l.m.H,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],lAmaH,lAmaH,PV,glance_at,pos:verb asp:p vox:a mod:i,,trans,,
5372,5373,1a2a3,l.m.H,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],lamaH-a,lamaH,PV,glance;notice,pos:verb asp:p vox:a mod:i,,trans,,
5373,5374,ta1A2a3,l.m.H,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talAmaH,talAmaH,PV,appear,pos:verb asp:p vox:a mod:i,,trans,,
5374,5375,ta1a2~3,l.m.j,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talam~aj,talam~aj,PV,have_a_snack,pos:verb asp:p vox:a mod:i,,trans,,
5375,5376,1a2o3a4,l.m.l.m,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],lamolam,lamolam,PV,gather;accumulate,pos:verb asp:p vox:a mod:i,,trans,,
5376,5377,{i1ota2a3,l.m.m,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ilotam~,{ilotam~,PV,gather;visit,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
5377,5378,{i1ota2a3,l.m.m,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ilotam~,{ilotamam,PV,gather;visit,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
5378,5379,>a1o2a3,l.m.m,c+nt.c+nt.2,>a1a2~,>a1o2a3,LEXICON,[STEM-PV],>alam~,>alomam,PV,be_acquainted_with,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
5379,5380,>a1o2a3,l.m.m,c+nt.c+nt.2,>a1a2~,>a1a2~,LEXICON,[STEM-PV],>alam~,>alam~,PV,be_acquainted_with,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
5380,5381,1a2a3,l.m.m,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],lam~-u,lam~,PV,collect;put_in_order,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
5381,5382,1a2a3,l.m.m,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],lam~-u,lamam,PV,collect;put_in_order,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
5382,5383,{i1ota2a3,l.m.s,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotamas,{ilotamas,PV,solicit;search_for,pos:verb asp:p vox:a mod:i,,trans,,
5383,5384,1A2a3,l.m.s,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],lAmas,lAmas,PV,touch;feel,pos:verb asp:p vox:a mod:i,,trans,,
5384,5385,1a2a3,l.m.s,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],lamas-i,lamas,PV,touch;perceive,pos:verb asp:p vox:a mod:i,,trans,,
5385,5386,1a2a3,l.m.s,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],lamas-u,lamas,PV,touch;perceive,pos:verb asp:p vox:a mod:i,,trans,,
5386,5387,1a2a3,l.m.S,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],lamaS-u,lamaS,PV,make_faces_at;rail_at,pos:verb asp:p vox:a mod:i,,trans,,
5387,5388,ta1a2~3,l.m.s,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talam~as,talam~as,PV,feel_out;grope,pos:verb asp:p vox:a mod:i,,trans,,
5388,5389,ta1A2a3,l.m.s,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talAmas,talAmas,PV,be_in_mutual_contact,pos:verb asp:p vox:a mod:i,,intrans,,
5389,5390,1a2a3,l.m.z,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],lamaz-i,lamaz,PV,criticize;slander,pos:verb asp:p vox:a mod:i,,trans,,
5390,5391,1a2a3,l.m.z,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],lamaz-u,lamaz,PV,criticize;slander,pos:verb asp:p vox:a mod:i,,trans,,
5391,5392,1a2a3,l.m.Z,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],lamaZ-u,lamaZ,PV,smack_the_lips,pos:verb asp:p vox:a mod:i,,trans,,
5392,5393,ta1a2~3,l.m.Z,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talam~aZ,talam~aZ,PV,smack_the_lips;slander,pos:verb asp:p vox:a mod:i,,trans,,
5393,5394,1a2~a3,l.q.b,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laq~ab,laq~ab,PV,call;address_as,pos:verb asp:p vox:a mod:i,,trans,,
5394,5395,ta1a2~3,l.q.b,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaq~ab,talaq~ab,PV,be_called;be_addressed_as,pos:verb asp:p vox:a mod:i,,intrans,,
5395,5396,1a2a3,l.q.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],laqaE-a,laqaE,PV,discard,pos:verb asp:p vox:a mod:i,,trans,,
5396,5397,{i1ota2a3,l.q.f,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotaqaf,{ilotaqaf,PV,seize;catch,pos:verb asp:p vox:a mod:i,,trans,,
5397,5398,1a2a3,l.q.f,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],laqif-a,laqif,PV,seize;catch,pos:verb asp:p vox:a mod:i,,trans,,
5398,5399,ta1a2~3,l.q.f,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaq~af,talaq~af,PV,seize;catch,pos:verb asp:p vox:a mod:i,,trans,,
5399,5400,1a2~a3,l.q.H,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laq~aH,laq~aH,PV,inoculate;pollinate;impregnate,pos:verb asp:p vox:a mod:i,,trans,,
5400,5401,1a2a3,l.q.H,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],laqaH-a,laqaH,PV,inoculate;pollinate;impregnate,pos:verb asp:p vox:a mod:i,,trans,,
5401,5402,ta1A2a3,l.q.H,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talAqaH,talAqaH,PV,cross-pollinate,pos:verb asp:p vox:a mod:i,,trans,,
5402,5403,1a2o3a4,l.q.l.q,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],laqolaq,laqolaq,PV,babble;chatter,pos:verb asp:p vox:a mod:i,,trans,,
5403,5404,{i1ota2a3,l.q.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotaqam,{ilotaqam,PV,swallow;devour,pos:verb asp:p vox:a mod:i,,trans,,
5404,5405,>a1o2a3,l.q.m,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>aloqam,>aloqam,PV,make_swallow;feed,pos:verb asp:p vox:a mod:i,,trans,,
5405,5406,1a2~a3,l.q.m,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laq~am,laq~am,PV,feed;supply;load;upload,pos:verb asp:p vox:a mod:i,,trans,,
5406,5407,1a2a3,l.q.m,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],laqam-u,laqam,PV,obstruct,pos:verb asp:p vox:a mod:i,,trans,,
5407,5408,1a2a3,l.q.m,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],laqim-a,laqim,PV,eat;swallow,pos:verb asp:p vox:a mod:i,,trans,,
5408,5409,1a2~a3,l.q.n,c+nt.c+nt.n,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laq~an,laq~an,PV,teach;instruct;suggest,pos:verb asp:p vox:a mod:i,,#n trans,,
5409,5410,1a2a3,l.q.n,c+nt.c+nt.n,1a2i3-a,1a2i3,LEXICON,[STEM-PV],laqin-a,laqin,PV,understand;infer,pos:verb asp:p vox:a mod:i,,#n ditrans,,
5410,5411,ta1a2~3,l.q.n,c+nt.c+nt.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaq~an,talaq~an,PV,understand;infer,pos:verb asp:p vox:a mod:i,,#n trans,,
5411,5412,{i1ota2a3,l.q.T,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotaqaT,{ilotaqaT,PV,obtain;receive;collect,pos:verb asp:p vox:a mod:i,,trans,,
5412,5413,1a2~a3,l.q.T,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laq~aT,laq~aT,PV,gather;collect,pos:verb asp:p vox:a mod:i,,trans,,
5413,5414,1a2a3,l.q.T,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],laqaT-u,laqaT,PV,gather;collect,pos:verb asp:p vox:a mod:i,,trans,,
5414,5415,ta1a2~3,l.q.T,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaq~aT,talaq~aT,PV,gather;collect,pos:verb asp:p vox:a mod:i,,trans,,
5415,5416,{i1ota2a3,l.q.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{ilotaqaY,{ilotaq,PV,meet;encounter,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
5416,5417,{isota1o2a3,l.q.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isotaloqaY,{isotaloq,PV,lie_down,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
5417,5418,>a1o2a3,l.q.y,c+nt.c+nt.y,>a1o2aY,>a1o2,LEXICON,[STEM-PV],>aloqaY,>aloq,PV,deliver;throw;arrest;place_(blame),pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
5418,5419,1A2a3,l.q.y,c+nt.c+nt.y,1A2aY,1A2,LEXICON,[STEM-PV],lAqaY,lAq,PV,meet;encounter,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
5419,5420,1a2a3,l.q.y,c+nt.c+nt.y,1a2i3-a,1a2,LEXICON,[STEM-PV],laqiy-a,laq,PV,meet;encounter;find,pos:verb asp:p vox:a mod:i,,#-iy defective trans,,
5420,5421,ta1a2~3,l.q.y,c+nt.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],talaq~aY,talaq~,PV,receive,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
5421,5422,ta1A2a3,l.q.y,c+nt.c+nt.y,ta1A2aY,ta1A2,LEXICON,[STEM-PV],talAqaY,talAq,PV,meet_each_other,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
5422,5423,1a2a3,l.s.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],lasaE-a,lasaE,PV,sting;burn,pos:verb asp:p vox:a mod:i,,trans,,
5423,5424,1a2~a3,l.s.n,c+nt.c+nt.n,1a2~a3,1a2~a3,LEXICON,[STEM-PV],las~an,las~an,PV,sharpen;taper,pos:verb asp:p vox:a mod:i,,#n trans,,
5424,5425,1a2a3,l.s.n,c+nt.c+nt.n,1a2i3-a,1a2i3,LEXICON,[STEM-PV],lasin-a,lasin,PV,be_eloquent,pos:verb asp:p vox:a mod:i,,#n intrans,,
5425,5426,ta1A2a3,l.s.n,c+nt.c+nt.n,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talAsan,talAsan,PV,altercate;exchange_words;trade_insults,pos:verb asp:p vox:a mod:i,,#n trans,,
5426,5427,{i1ota2a3,l.S.q,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotaSaq,{ilotaSaq,PV,attach;affix;adhere,pos:verb asp:p vox:a mod:i,,trans,,
5427,5428,>a1o2a3,l.S.q,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>aloSaq,>aloSaq,PV,attach;append;join,pos:verb asp:p vox:a mod:i,,trans,,
5428,5429,1a2~a3,l.S.q,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laS~aq,laS~aq,PV,paste_together;stick_together,pos:verb asp:p vox:a mod:i,,trans,,
5429,5430,1A2a3,l.S.q,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],lASaq,lASaq,PV,be_next_to;be_in_touch_with,pos:verb asp:p vox:a mod:i,,intrans,,
5430,5431,1a2a3,l.S.q,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],laSiq-a,laSiq,PV,adhere;cling,pos:verb asp:p vox:a mod:i,,trans,,
5431,5432,ta1A2a3,l.S.q,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talASaq,talASaq,PV,stick_together;be_cohesive,pos:verb asp:p vox:a mod:i,,trans,,
5432,5433,1a2a3,l.S.S,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],laS~-u,laS~,PV,steal;do_secretly,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
5433,5434,1a2a3,l.S.S,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],laS~-u,laSaS,PV,steal;do_secretly,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
5434,5435,ta1a2~3,l.S.S,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaS~aS,talaS~aS,PV,become_a_thief;spy,pos:verb asp:p vox:a mod:i,,intrans,,
5435,5436,1a2a3,l.T.$,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],laTa$-u,laTa$,PV,strike;hit,pos:verb asp:p vox:a mod:i,,trans,,
5436,5437,1a2a3,l.T.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],laTaE-a,laTaE,PV,strike;hit;delete,pos:verb asp:p vox:a mod:i,,trans,,
5437,5438,{isota1o2a3,l.T.f,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaloTaf,{isotaloTaf,PV,find_pleasant,pos:verb asp:p vox:a mod:i,,trans,,
5438,5439,1a2~a3,l.T.f,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laT~af,laT~af,PV,soften;alleviate,pos:verb asp:p vox:a mod:i,,trans,,
5439,5440,1A2a3,l.T.f,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],lATaf,lATaf,PV,treat_kindly;be_polite_with,pos:verb asp:p vox:a mod:i,,trans,,
5440,5441,1a2a3,l.T.f,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],laTaf-u,laTaf,PV,be_kind,pos:verb asp:p vox:a mod:i,,intrans,,
5441,5442,1a2a3,l.T.f,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],laTuf-u,laTuf,PV,be_elegant;be_amiable,pos:verb asp:p vox:a mod:i,,intrans,,
5442,5443,ta1a2~3,l.T.f,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaT~af,talaT~af,PV,be_affectionate;be_moderated,pos:verb asp:p vox:a mod:i,,intrans,,
5443,5444,ta1A2a3,l.T.f,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talATaf,talATaf,PV,be_civil;be_courteous,pos:verb asp:p vox:a mod:i,,intrans,,
5444,5445,{i1ota2a3,l.T.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotaTam,{ilotaTam,PV,collide;clash,pos:verb asp:p vox:a mod:i,,trans,,
5445,5446,1a2a3,l.T.m,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],laTam-a,laTam,PV,slap;strike_against,pos:verb asp:p vox:a mod:i,,trans,,
5446,5447,ta1A2a3,l.T.m,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],talATam,talATam,PV,exchange_blows;brawl,pos:verb asp:p vox:a mod:i,,trans,,
5447,5448,1a2a3,l.T.s,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],laTas-u,laTas,PV,strike;hit,pos:verb asp:p vox:a mod:i,,trans,,
5448,5449,1a2a3,l.t.t,c+nt.t.t,1a2~-u,1a2a3,LEXICON,[STEM-PV],lat~-u,latat,PV,crush;pound,pos:verb asp:p vox:a mod:i,c-suff,#t gem trans,,
5449,5450,1a2a3,l.t.t,c+nt.t.t,1a2~-u,1a2~,LEXICON,[STEM-PV],lat~-u,lat~,PV,crush;pound,pos:verb asp:p vox:a mod:i,v-suff,#t gem trans,,
5450,5451,1a2~a3,l.T.x,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],laT~ax,laT~ax,PV,stain;soil;splash,pos:verb asp:p vox:a mod:i,,trans,,
5451,5452,1a2a3,l.T.x,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],laTax-a,laTax,PV,stain;soil;splash,pos:verb asp:p vox:a mod:i,,trans,,
5452,5453,ta1a2~3,l.T.x,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaT~ax,talaT~ax,PV,be_soiled;be_stained,pos:verb asp:p vox:a mod:i,,intrans,,
5453,5454,1a2a3,l.v.g,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],lavig-a,lavig,PV,lisp;mispronounce,pos:verb asp:p vox:a mod:i,,trans,,
5454,5455,{i1ota2a3,l.v.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ilotavam,{ilotavam,PV,be_covered;be_veiled,pos:verb asp:p vox:a mod:i,,intrans,,
5455,5456,1a2~a3,l.v.m,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],lav~am,lav~am,PV,cover;veil,pos:verb asp:p vox:a mod:i,,trans,,
5456,5457,1a2a3,l.v.m,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],lavam-i,lavam,PV,kiss;strike;injure,pos:verb asp:p vox:a mod:i,,trans,,
5457,5458,ta1a2~3,l.v.m,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talav~am,talav~am,PV,be_covered;be_veiled,pos:verb asp:p vox:a mod:i,,intrans,,
5458,5459,1a2a3,l.w.*,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],lA*-u,lu*,PV,seek_refuge;have_recourse,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
5459,5460,1a2a3,l.w.*,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],lA*-u,lA*,PV,seek_refuge;have_recourse,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
5460,5461,1a2a3,l.w.b,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],lAb-u,lub,PV,wander;move_about,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
5461,5462,1a2a3,l.w.b,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],lAb-u,lAb,PV,wander;move_about,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
5462,5463,{i1ota2a3,l.w.E,c+nt.w.c-nt,{i1otA3,{i1otA3,LEXICON,[STEM-PV],{ilotAE,{ilotAE,PV,be_burning;be_languishing,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
5463,5464,{i1ota2a3,l.w.E,c+nt.w.c-nt,{i1otA3,{i1ota3,LEXICON,[STEM-PV],{ilotAE,{ilotaE,PV,be_burning;be_languishing,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
5464,5465,1a2a3,l.w.E,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],lAE-u,lAE,PV,be_impatient;torment,pos:verb asp:p vox:a mod:i,v-suff,hollow intrans,,
5465,5466,1a2a3,l.w.E,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],lAE-u,luE,PV,be_impatient;torment,pos:verb asp:p vox:a mod:i,c-suff,hollow intrans,,
5466,5467,1a2~a3,l.w.E,c+nt.w.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],law~aE,law~aE,PV,torment,pos:verb asp:p vox:a mod:i,,trans,,
5467,5468,ta1a2~3,l.w.E,c+nt.w.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],talaw~aE,talaw~aE,PV,be_burning;be_languishing,pos:verb asp:p vox:a mod:i,,intrans,,
5468,5469,1a2a3,l.w.f,c+nt.w.c-nt,1A3-u,1u3,LEXICON,[STEM-PV],lAf-u,luf,PV,chew,pos:verb asp:p vox:a mod:i,c-suff,hollow trans,,
5469,5470,1a2a3,l.w.f,c+nt.w.c-nt,1A3-u,1A3,LEXICON,[STEM-PV],lAf-u,lAf,PV,chew,pos:verb asp:p vox:a mod:i,v-suff,hollow trans,,
