,LINE,STATUS,COUNT,SIGNATURE,LEMMA,DIAC_AR,DIAC,FREQ,QC,Comments,PATTERN,STEM,BW,GLOSS,COND-S,COND-T,PREF-CAT,STEM-CAT,SUFF-CAT,FEATS,DEBUG,COLOR
1317,342,OK-ONE,1,VERB.I2FS.AI.E0,qAl-u_1,تَقُولِينَهُ,taquwliynahu,295,OK,,1aAo3,[qul](0)[quwl](1)[qal](2)[qAl](3),t/IV2FS+a/STEM+quwl/IV+iyna/IVSUFF_SUBJ:2FS_MOOD:I+hu/XVSUFF_DO:3MS,say,[a-# trans](0)(1)[u-# intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+hollow+trans]_[CT:a-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1318,2786,OK-ONE,1,VERB.I2FS.AI.E0,ta>ab~aY_1,تَتَأَبَّينَهُ,tata>ab~aynahu,3,OK,,ta>a2~aY,[ta>ab~](0)[ta>ab~](1),t/IV2FS+a/STEM+ta>ab~/IV+ayna/IVSUFF_SUBJ:2FS_MOOD:I+hu/XVSUFF_DO:3MS,decline,[a-# #-aY gem trans](0)[u-# #-aY gem intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+#-aY+gem+defective+trans]_[CT:a-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff+enc0]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff+#^i||#^iy],pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1319,1421,OK-ONE,1,VERB.I2FS.PI,>a*iy-a_1,تُذَينَ,tu*ayna,1,PROB,,>a2iy,[*](0)[*](1),t/IV2FS+u/STEM+*/IV_PASS+ayna/IVSUFF_SUBJ:2FS_MOOD:I,suffer_damage,[a-# >-# #-aY trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1320,1525,OK-ONE,1,VERB.I2FS.PI,>a$an~_1,تُشَنِّينَ,tu$an~iyna,5,OK,,>a1a2~,[$in~](0)[$onin](1)[$an~](2)[$onan](3),t/IV2FS+u/STEM+$an~/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,wage;launch,[u-# #n gem trans](0)(1)[u-# #n gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1321,1681,OK-ONE,1,VERB.I2FS.PI,>abaY-a_1,تُؤبَينَ,tu&bayna,1,OK,,>a2aY,[b](0)[b](1),t/IV2FS+u&/STEM+b/IV_PASS+ayna/IVSUFF_SUBJ:2FS_MOOD:I,deny;refuse,[a-# >-# #-aY trans](0)[u-# >-# #-aY intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-#+#-aY+defective+intrans]_[CT:u-#+>-#]_[CF:h-pref],S:[I2FS.I]_[CS:y-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1322,1265,OK-ONE,1,VERB.I2FS.PI,>aDAf_1,تُضافِينَ,tuDAfiyna,104,OK,,>a1aAo3,[Dif](0)[Diyf](1)[Daf](2)[DAf](3),t/IV2FS+u/STEM+DAf/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,add,[u-# trans](0)(1)[u-# intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1323,1733,OK-ONE,1,VERB.I2FS.PI,>aDaj~_1,تُضَجِّينَ,tuDaj~iyna,7,OK,,>a1a2~,[Dij~](0)[Dojij](1)[Daj~](2)[Dojaj](3),t/IV2FS+u/STEM+Daj~/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_noisy;clamor,[u-# gem trans](0)[u-# gem intrans](1)(2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1324,1629,OK-ONE,1,VERB.I2FS.PI,>adAn_1,تُدانِينَ,tudAniyna,7,OK,,>a1aAo3,[din](0)[diyn](1)[dan](2)[dAn](3),t/IV2FS+u/STEM+dAn/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,condemn;censure,[u-# #n trans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1325,1473,OK-ONE,1,VERB.I2FS.PI,>aEolan_1,تُعْلَنِينَ,tuEolaniyna,152,OK,,>a1o2a3,[Eolin](0)[Eolan](1),t/IV2FS+u/STEM+Eolan/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,announce;declare,[u-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1326,1785,OK-ONE,1,VERB.I2FS.PI,>agAm_1,تُغامِينَ,tugAmiyna,2,OK,,>a1aAo3,[gim](0)[giym](1)[gam](2)[gAm](3),t/IV2FS+u/STEM+gAm/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,become_overcast/blurred,[u-# intrans](0)(1)(2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1327,1213,OK-ONE,1,VERB.I2FS.PI,>am~an_1,تُؤَمَّنِينَ,tu&am~aniyna,3,OK,,>a2~a3,[&am~in](0)[&am~an](1),t/IV2FS+u/STEM+&am~an/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,insure;guarantee;secure,[u-# #n trans](0)[u-# >-a# #n intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-a#+#n+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1328,1369,OK-ONE,1,VERB.I2FS.PI,>amin-a_1,تُؤمَنِينَ,tu&maniyna,4,OK,,>a2i3,[man](0)[man](1),t/IV2FS+u&/STEM+man/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_safe;be_secure,[a-# >-# #n trans](0)[u-# >-# #n intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-#+#n+intrans]_[CT:u-#+>-#]_[CF:h-pref],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1329,1941,OK-ONE,1,VERB.I2FS.PI,>anuv-u_1,تُنُثِينَ,tunuviyna,1,OK,,>a2u3,[nuv](0)[nuv](1),t/IV2FS+u/STEM+nuv/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_feminine;be_effeminate,[a-# >-# intrans](0)[u-# intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1330,1317,OK-ONE,1,VERB.I2FS.PI,>aqar~_1,تُقَرِّينَ,tuqar~iyna,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),t/IV2FS+u/STEM+qar~/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,ratify;accept,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1331,1993,OK-ONE,1,VERB.I2FS.PI,>aro>aY_1,تُرْأَِينَ,turo>aiyna,3,OK,,>a1o>aY,[ro](0)[ro](1),t/IV2FS+u/STEM+ro/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,show;demonstrate,[u-# #-}iy trans](0)[u-# #->ay intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#->ay+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#->ay]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1332,1837,OK-ONE,1,VERB.I2FS.PI,>asA-u_1,تُؤسِينَ,tu&siyna,2,OK,,>a2aA,[s](0)[s](1),t/IV2FS+u&/STEM+s/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,nurse;pacify,[a-# >-# #-uw trans](0)[u-# >-# #-uw intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-#+#-uw+defective+intrans]_[CT:u-#+>-#]_[CF:h-pref],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-uw+w-suff||y-suff]_[CF:#-A'+#-a>+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1333,1577,OK-ONE,1,VERB.I2FS.PI,>asA'_1,تُسائِينَ,tusA}iyna,6,OK,,>a1aAo>,[s](0)[s](1),t/IV2FS+u/STEM+s/IV_PASS+A}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,harm;offend,[u-# #-iy' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-A'+hollow+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-A'+y-suff]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+z-suff||A-suff+c-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1334,2045,OK-ONE,1,VERB.I2FS.PI,>asar-i_1,تُؤسَرِينَ,tu&sariyna,2,OK,,>a2a3,[sir](0)[sar](1),t/IV2FS+u&/STEM+sar/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,capture;take_prisoner,[a-# >-# trans](0)[u-# >-# intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-#+intrans]_[CT:u-#+>-#]_[CF:h-pref],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1335,1889,OK-ONE,1,VERB.I2FS.PI,>ataY-i_1,تُؤتِينَ,tu&tiyna,3,OK,,>a2aY,[t](0)[t](1),t/IV2FS+u&/STEM+t/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,arrive;come;reach,[a-# >-# #-iy trans](0)[u-# >-# #-iy intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-#+#-iy+defective+intrans]_[CT:u-#+>-#]_[CF:h-pref],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-iy+w-suff||y-suff]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+z-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1336,2097,OK-ONE,1,VERB.I2FS.PI,>awo$ak_1,تُوشَكِينَ,tuw$akiyna,4,OK,,>awo2a3,[w$ik](0)[w$ak](1),t/IV2FS+u/STEM+w$ak/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_on_the_verge_of;be_about_to;almost,[u-# intrans](0)(1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1337,953,OK-ONE,1,VERB.I2FS.PI,>awoDaH_1,تُوضَحِينَ,tuwDaHiyna,2431,OK,,>awo2a3,[wDiH](0)[wDaH](1),t/IV2FS+u/STEM+wDaH/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,clarify;explain;indicate,[u-# trans](0)[u-# intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1338,2149,OK-ONE,1,VERB.I2FS.PI,|man_1,تُؤمَنِينَ,tu&maniyna,2,OK,,>A2a3,[min](0)[man](1),t/IV2FS+u&/STEM+man/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,believe,[u-# >-# #n trans](0)[u-# >-# #n intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+>-#+#n+intrans]_[CT:u-#+>-#]_[CF:h-pref],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1339,1340,OK-ZERO-E0-INTRANS,0,VERB.I1S.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1340,1341,OK-ZERO-E0-INTRANS,0,VERB.I1P.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,0
1341,1342,OK-ZERO-E0-INTRANS,0,VERB.I2MS.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1342,1343,OK-ZERO-E0-INTRANS,0,VERB.I2FS.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,0
1343,1344,OK-ZERO-E0-INTRANS,0,VERB.I2D.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1344,1345,OK-ZERO-E0-INTRANS,0,VERB.I2MP.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,0
1345,1346,OK-ZERO-E0-INTRANS,0,VERB.I2FP.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1346,1347,OK-ZERO-E0-INTRANS,0,VERB.I3MS.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,0
1347,1348,OK-ZERO-E0-INTRANS,0,VERB.I3FS.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1348,1349,OK-ZERO-E0-INTRANS,0,VERB.I3MD.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,0
1349,1350,OK-ZERO-E0-INTRANS,0,VERB.I3FD.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1350,1351,OK-ZERO-E0-INTRANS,0,VERB.I3MP.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,0
1351,1352,OK-ZERO-E0-INTRANS,0,VERB.I3FP.PI.E0,>aqar~_1,,,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),,,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 PS0 XVox0 FSE0,1
1352,745,OK-ONE,1,VERB.I2FS.PI,$A'-a_1,تُشائِينَ,tu$A}iyna,2,OK,,1aAo>,[$](0)[$](1),t/IV2FS+u/STEM+$/IV_PASS+A}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,want;desire;wish,[a-# #-A' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-A'+hollow+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-A'+y-suff]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+z-suff||A-suff+c-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1353,641,OK-ONE,1,VERB.I2FS.PI,$an~-u_1,تُشَنِّينَ,tu$an~iyna,17,OK,,1a2~,[$un~](0)[$onun](1)[$an~](2)[$onan](3),t/IV2FS+u/STEM+$an~/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,wage;launch,[a-# #n gem trans](0)(1)[u-# #n gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1354,1161,OK-ONE,1,VERB.I2FS.PI,bada>-a_1,تُبْدَئِينَ,tuboda}iyna,63,OK,,1a2a>,[bod](0)[bod](1),t/IV2FS+u/STEM+bod/IV_PASS+a}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,start;begin,[a-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-a>+y-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+u-suff+A-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
